50.000000,-0.051692,21.663063,20.480000,24.980000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.059534,0.115019,0.165642,0.211578,0.253090,0.290512,0.324230,0.354670,0.382278,0.407500,0.430774,0.452508,0.473077,0.492809,0.511978,0.530808,0.549465,0.568062,0.586666,0.605299,0.623951,0.642586,0.661148,0.679577,0.697808,0.715785,0.733463,0.750813,0.767822,0.784496,0.800858,0.816939,0.832784,0.848435,0.863933,0.879309,0.894575,0.909720,0.924707,0.939467,0.953895,0.967854,0.981172,0.993647,1.005049,1.015128,1.023620,1.030255,1.034764,1.036890
0.056535,0.111935,0.162470,0.208318,0.249742,0.287075,0.320708,0.351066,0.378594,0.403743,0.426947,0.448619,0.469132,0.488814,0.507941,0.526735,0.545362,0.563936,0.582522,0.601142,0.619787,0.638418,0.656980,0.675411,0.693648,0.711632,0.729320,0.746680,0.763702,0.780390,0.796767,0.812867,0.828731,0.844405,0.859931,0.875337,0.890638,0.905825,0.920859,0.935672,0.950161,0.964189,0.977583,0.990142,1.001636,1.011815,1.020415,1.027164,1.031794,1.034047
0.053603,0.108917,0.159364,0.205123,0.246457,0.283703,0.317250,0.347525,0.374974,0.400048,0.423184,0.444793,0.465249,0.484880,0.503963,0.522720,0.541316,0.559864,0.578431,0.597037,0.615672,0.634297,0.652857,0.671288,0.689527,0.707516,0.725210,0.742578,0.759609,0.776308,0.792697,0.808811,0.824693,0.840387,0.855936,0.871370,0.886703,0.901927,0.917006,0.931869,0.946416,0.960509,0.973977,0.986617,0.998201,1.008477,1.017182,1.024044,1.028794,1.031172
0.050737,0.105964,0.156323,0.201993,0.243238,0.280396,0.313856,0.344048,0.371418,0.396418,0.419484,0.441029,0.461427,0.481007,0.500046,0.518763,0.537327,0.555849,0.574394,0.592984,0.611607,0.630223,0.648778,0.667207,0.685446,0.703437,0.721134,0.738507,0.755544,0.772251,0.788649,0.804774,0.820669,0.836380,0.851948,0.867407,0.882769,0.898028,0.913147,0.928059,0.942660,0.956816,0.970354,0.983073,0.994744,1.005116,1.013923,1.020896,1.025763,1.028265
0.047938,0.103079,0.153349,0.198929,0.240085,0.277154,0.310529,0.340637,0.367927,0.392852,0.415848,0.437329,0.457669,0.477197,0.496189,0.514867,0.533397,0.551891,0.570413,0.588984,0.607593,0.626198,0.644746,0.663170,0.681406,0.699395,0.717093,0.734467,0.751507,0.768218,0.784623,0.800755,0.816661,0.832385,0.847970,0.863449,0.878838,0.894128,0.909285,0.924240,0.938894,0.953109,0.966715,0.979510,0.991265,1.001730,1.010639,1.017719,1.022702,1.025327
0.045207,0.100260,0.150442,0.195932,0.236998,0.273979,0.307267,0.337292,0.364502,0.389351,0.412277,0.433693,0.453974,0.473449,0.492394,0.511031,0.529526,0.547990,0.566487,0.585038,0.603630,0.622223,0.640760,0.659176,0.677407,0.695392,0.713087,0.730460,0.747500,0.764212,0.780619,0.796756,0.812668,0.828402,0.844001,0.859498,0.874909,0.890227,0.905418,0.920416,0.935118,0.949390,0.963061,0.975929,0.987766,0.998321,1.007328,1.014515,1.019612,1.022357
0.042544,0.097510,0.147602,0.193002,0.233979,0.270871,0.304072,0.334013,0.361144,0.385917,0.408772,0.430122,0.450344,0.469765,0.488662,0.507257,0.525714,0.544147,0.562617,0.581146,0.599720,0.618297,0.636822,0.655228,0.673450,0.691429,0.709117,0.726486,0.743522,0.760232,0.776639,0.792777,0.808693,0.824433,0.840042,0.855553,0.870984,0.886327,0.901549,0.916585,0.931333,0.945658,0.959391,0.972330,0.984246,0.994889,1.003992,1.011284,1.016493,1.019357
0.039950,0.094827,0.144830,0.190140,0.231027,0.267830,0.300945,0.330802,0.357852,0.382549,0.405333,0.426618,0.446779,0.466145,0.484993,0.503544,0.521964,0.540363,0.558805,0.577310,0.595862,0.614422,0.632932,0.651325,0.669536,0.687505,0.705185,0.722546,0.739576,0.756280,0.772682,0.788819,0.804735,0.820479,0.836094,0.851616,0.867063,0.882428,0.897678,0.912748,0.927539,0.941915,0.955707,0.968714,0.980707,0.991435,1.000632,1.008026,1.013345,1.016326
0.037425,0.092214,0.142127,0.187347,0.228144,0.264858,0.297885,0.327659,0.354629,0.379249,0.401962,0.423180,0.443279,0.462590,0.481388,0.499895,0.518275,0.536639,0.555051,0.573529,0.592059,0.610599,0.629091,0.647468,0.665665,0.683621,0.701290,0.718640,0.735660,0.752356,0.768751,0.784882,0.800795,0.816539,0.832158,0.847688,0.863146,0.878530,0.893805,0.908907,0.923737,0.938161,0.952009,0.965081,0.977148,0.987959,0.997248,1.004742,1.010169,1.013265
