speed,mean_rpm,std_rpm,max_rpm,min_rpm
3.0,1288.7807314425766,10.885229561816786,1318.7127685546875,1228.548858642578
5.0,1464.5307488372914,122.17849181259191,1587.9478759765625,1213.5739135742188
6.5,1402.5173520479764,231.19050816016258,1856.8688354492188,1177.6810913085938
8.0,1395.7863300545632,259.28808458013094,1961.2223205566409,1181.765167236328
