rpm,thrust_N_fitted
0.0,-2.2755579295376143e-16
0.22091919484764638,-0.017422578897233594
0.44183838969529277,-0.029820674143177385
0.6627575845429392,-0.0371942857378316
0.8836767793905855,-0.039543413681196245
1.1045959742382319,-0.03686805797327131
1.3255151690858784,-0.029168218614056808
1.5464343639335247,-0.01644389560355273
1.767353558781171,0.0013049110582409264
1.9882727536288174,0.024078201371324125
2.2091919484764637,0.051875975335696954
2.43011114332411,0.08469823295135931
2.651030338171757,0.12254497421831131
2.871949533019403,0.16541619913655287
3.0928687278670495,0.21331190770608394
3.313787922714696,0.26623209992690466
3.534707117562342,0.3241767757990148
3.7556263124099885,0.38714593532241465
3.976545507257635,0.45513957849710396
4.1974647021052816,0.528157705323083
4.418383896952927,0.6062003158003515
4.639303091800574,0.6892674099289099
4.86022228664822,0.7773589877087572
5.081141481495867,0.8704750491398947
5.302060676343514,0.9686155942223216
5.5229798711911595,1.0717806229560378
5.743899066038806,1.1799701353410441
5.964818260886452,1.2931841313773391
6.185737455734099,1.4114226110649246
6.406656650581745,1.5346855744037993
6.627575845429392,1.662973021393964
6.8484950402770375,1.7962849520354174
7.069414235124684,1.9346213663281608
7.290333429972331,2.077982264272194
7.511252624819977,2.226367645867516
7.732171819667624,2.3797775111141286
7.95309101451527,2.5382118600120296
8.174010209362915,2.7016706925612213
8.394929404210563,2.870154008761703
8.615848599058209,3.043661808613473
8.836767793905855,3.2221940921165326
9.057686988753503,3.4057508592708827
9.278606183601148,3.594332110076522
9.499525378448794,3.7879378445334506
9.72044457329644,3.986568062641668
9.941363768144088,4.190222764401177
10.162282962991734,4.398901949811975
10.38320215783938,4.612605618874062
10.604121352687027,4.831333771587439
10.825040547534673,5.055086407952105
11.045959742382319,5.28386352796806
11.266878937229965,5.517665131635305
11.487798132077613,5.756491218953841
11.708717326925258,6.000341789923665
11.929636521772904,6.249216844544778
12.15055571662055,6.503116382817182
12.371474911468198,6.762040404740876
12.592394106315844,7.02598891031586
12.81331330116349,7.29496189954213
13.034232496011137,7.568959372419695
13.255151690858783,7.847981328948546
13.476070885706429,8.132027769128687
13.696990080554075,8.421098692960115
13.917909275401723,8.715194100442838
14.138828470249369,9.014313991576845
14.359747665097014,9.318458366362146
14.580666859944662,9.627627224798736
14.801586054792308,9.941820566886614
15.022505249639954,10.261038392625782
15.2434244444876,10.585280702016238
15.464343639335247,10.914547495057988
15.685262834182893,11.248838771751023
15.90618202903054,11.588154532095349
16.127101223878185,11.932494776090962
16.34802041872583,12.28185950373787
16.56893961357348,12.636248715036068
16.789858808421126,12.995662409985552
17.010778003268772,13.360100588586326
17.231697198116418,13.729563250838389
17.452616392964064,14.10405039674174
17.67353558781171,14.483562026296385
17.894454782659356,14.868098139502317
18.115373977507005,15.257658736359542
18.33629317235465,15.652243816868054
18.557212367202297,16.051853381027858
18.778131562049943,16.456487428838944
18.99905075689759,16.866145960301324
19.219969951745234,17.280828975414995
19.44088914659288,17.700536474179952
19.66180834144053,18.125268456596203
19.882727536288176,18.555024922663744
20.10364673113582,18.989805872382572
20.324565925983467,19.42961130575269
20.545485120831113,19.8744412227741
20.76640431567876,20.32429562344679
20.987323510526405,20.779174507770776
21.208242705374055,21.23907787574606
21.4291619002217,21.704005727372625
21.650081095069346,22.173958062650478
21.871000289916992,22.64893488157962
