x,y
0.020356893928821,2.394650030567389
0.0203990463914498,2.394496060428676
0.020410565709893,2.3944052089031964
0.0205247148083947,2.3943082801032003
0.0205784734383095,2.39416806840281
0.0206947303530016,2.3940931282536364
0.0203154543495025,2.394083444733418
0.020439470053753,2.393977059677315
0.0204976731164067,2.3939251963502954
0.021317464249475,2.3937144038777607
0.0214157906794527,2.393586579414743
0.0215064657113401,2.393521467977014
0.0215783078512347,2.3933570137402693
0.0216584464424735,2.393291724540476
0.0217483695427854,2.3931808683134825
0.0218496756311507,2.393050991264144
0.0219657081494342,2.393003137413693
0.0220306833764572,2.3928216162729985
0.0221439211411423,2.392702945261487
0.0222381230167913,2.392639332273031
0.0222669193036229,2.3924276656065904
0.0223874375612875,2.392342961960732
0.0224459651158523,2.3922609588505934
0.0225074536685422,2.392037224887937
0.0225857170885224,2.3919354587877084
0.0229147844420823,2.3916909656178875
0.0227644625045845,2.391579532103871
0.0231110190297549,2.3913773141863044
0.0231801596826,2.391155387007144
0.0232522551789395,2.3909997892444603
0.0233898539847696,2.3908483295306664
0.0234290055125512,2.3906072093234743
0.0235208759043348,2.390449713929983
0.0236599466732822,2.390268735252596
0.0237434796777628,2.390005925969795
0.0238174984102858,2.38985936176455
0.0239411854241765,2.3896432102061973
0.0240812512642635,2.3894328250689942
0.0241525024928313,2.3892998228304405
0.0242750750090544,2.3890341049361896
0.0244247962154528,2.3888605043069617
0.0245091579117754,2.388727552694499
0.0246031623374722,2.3884858583297555
0.0247930093012404,2.3883367122609345
0.0248970050886009,2.388142684299049
0.0250242518571915,2.3879279209260167
0.0248805073012905,2.3879324429234225
0.0249795807129699,2.387706428662491
0.0251263598145194,2.387534996021642
0.0252851366444183,2.3873673169932443
0.0253911336248246,2.3871171986496056
0.0255299876328898,2.3870014098454555
0.0256764837223842,2.3868195334653324
0.0257858513542927,2.386573379860842
0.0259366881512078,2.386459566325138
0.0257538304335377,2.38646042373923
0.0258881579136124,2.386247854691236
0.0260522887396724,2.3861112726202647
0.0261795366633533,2.385908134571729
0.026360716490498,2.3857176580304102
0.0265184835148363,2.38554814756882
0.0266029696602624,2.385336219663448
0.0267681567720009,2.385168280915764
0.0269230644372159,2.3849840461141576
0.0270518437648457,2.384762006683069
0.0272099763490316,2.384603300343879
0.0273951894194123,2.384390544131386
0.0275121129672918,2.384189422515425
0.027678042187648,2.383985044644944
0.0278518085076322,2.3837278244718214
0.0280188397193109,2.3835559495148653
0.0281828641552653,2.3833518701447267
0.0283970570946814,2.3830688313459385
0.0286205852851719,2.3828841988436564
0.0288176139659484,2.3826948438257105
0.0290539902268366,2.3824303996015104
0.029314698608984,2.382202591772171
0.0296045744578339,2.3820003949830157
0.0298900887137257,2.381733133946069
0.0302442734937396,2.381494677205416
0.0306327351328372,2.381281486877385
0.0310433711072056,2.38103947792076
0.0314791833588587,2.380779906657513
0.0319814245041817,2.3805394279737047
0.0325451994612303,2.380335367127594
0.0331573908154237,2.380080727441785
0.0338471684641999,2.379809282459328
0.0346489545214456,2.3796055684243016
0.0355043887046039,2.379318355891572
0.0364264754774722,2.379056629021221
0.0381179601172438,2.378537639692322
