speed,max_roll,min_roll,max_abs_roll
3.0,29.84707646495788,-1.3414775764653428,29.84707646495788
5.0,57.29099655798896,-0.8588297129326926,57.29099655798896
6.5,70.03839702766311,-3.575790726086121,70.03839702766311
8.0,76.77311794708064,-7.436149923485361,76.77311794708064
