speed,measured_max_bank,theoretical_bank,difference,g_factor
3.0,29.85,24.64166199955834,5.20833800044166,0.4587155963302752
5.0,57.29,51.8751770878093,5.414822912190701,1.27420998980632
6.5,70.04,61.89676370092267,8.143236299077337,1.872579001019368
8.0,76.77,70.58258320117272,6.187416798827272,2.8369011213047908
