time,speed_w,acc_norm,F_aero_norm,F_thrust_norm,F_aero_x_w,F_aero_y_w,F_aero_z_w,F_lift_b_norm,F_drag_b_norm,err_x,err_y,err_z,err_xy,err_3d
0.0,,,,,,,,,,,,,,
0.004507427,0.02114217121680075,0.8408615688247404,0.9239238753970203,23.546136750307014,0.3689229932560815,-0.38854358113768334,-0.7527051468751402,0.5200540770885584,0.7636616294681052,-0.016061395450418584,0.07311948670641781,0.1166969061929272,0.07486272610601846,0.13864557574991562
0.009320662,0.015046604974434021,1.028815122090225,1.5750199522786148,23.664465462201,0.0831934675657285,-1.0409512048866774,-1.1790620365676672,1.4616445466627563,0.586756396808106,-0.01611435564360173,0.07315817056718839,0.11667640968302131,0.07491188409422306,0.13865487714129113
0.017719749,0.01402692616568926,0.788148695192068,0.6252128851948647,23.352730925918152,0.14589263828635668,-0.25428219128429197,-0.552220116532522,0.5885573754844161,0.21092976926905246,-0.01619041543502214,0.07321328859208438,0.11658222047856033,0.07498209905321694,0.13861359713295837
0.027959999000000003,0.017899928641272992,0.8227393610451568,0.8704189308428597,23.283406322612652,-0.20063242179863264,-0.7129589339606484,-0.4572365962808952,0.8672642561984603,0.074039348247627,-0.016167969343669455,0.07335034760081965,0.1164174333861877,0.07511109589041359,0.13854492239734503
0.031068173,0.021475063627271876,0.557619731137034,0.20384695502656003,23.110695751209875,-0.12917691547459023,0.011384574535592069,0.15728094940174572,0.15080367010870843,0.13715623993038115,-0.01616014800777125,0.0733875926612147,0.11637804635736541,0.07514578591139656,0.13853064214894314
0.031202242,0.020076079182334974,0.7657742430054714,0.5324746022361776,22.88160072467946,-0.0841241509357042,-0.5247134700747907,0.03358725320704282,0.35744861356434454,0.3946640225007462,-0.016160453781771847,0.07338845219297073,0.11637719592495324,0.07514669108957982,0.13853041872840668
0.032889966,0.018679233201442682,0.8464701819945674,1.1993357161982183,23.806293243474926,0.055982069979952524,-0.7888273292037173,-0.9016782201488419,1.1942873932529892,0.10992625920627831,-0.016350333094805485,0.07345675774272353,0.11630964476121207,0.07525442611823084,0.13853216996374385
0.036015896,0.017285044135635287,0.5107179423854815,0.6880465450988544,23.55593710694921,-0.13114158782615548,0.6595606222244828,-0.14556688420021144,0.4657188728361494,0.5064720916766645,-0.01642182848438653,0.07347307666373681,0.11629351966498991,0.07528591797412021,0.1385357432624424
0.040252671,0.0158121676239954,0.600490103534214,0.8513839999553752,23.807550147693046,0.04459238999010681,0.6443796793392592,-0.5546540029510452,0.21253561523283793,0.8244290918360865,-0.016501410636370027,0.07350021510996448,0.1162435801225911,0.07532979605840677,0.13851768152087449
0.044534571999999994,0.014116541524975141,0.6587991878636947,0.5965112551094238,23.48967018660239,0.1410515100907939,0.4540485760318587,-0.3602360886651534,0.21449756900737302,0.5566115973229082,-0.01660636567025615,0.07351268952932037,0.11620186154621193,0.07536502439864602,0.13850183944415148
0.050284678,0.013795055393244137,0.6074019145540309,0.6862304884363352,23.98628941551513,0.21600812261603408,0.24052915207161957,-0.6053085999943956,0.1730926321942249,0.6640415828935624,-0.016689295826204095,0.07355505573354296,0.11611365017844011,0.07542465657289507,0.1384603140863848
0.054333954,0.01697316434413401,0.8331523005169782,1.6478185824747646,23.771116517586744,0.48290571863021325,1.5258021292025932,-0.39247421594827486,1.1809411993922276,1.1492101478911285,-0.016809703103040915,0.07358685751425223,0.11607332622565907,0.07548239342545547,0.13845796755089074
0.05907196,0.021231743983907887,0.7255364630130693,1.284898750018597,23.680764469873047,0.4059223322137898,1.2077475471050554,-0.16594493204431715,0.9043968123676858,0.9127054308053516,-0.01691598920826971,0.07362356023958898,0.11602677218191235,0.07554190435279405,0.13845140366280176
0.06345869,0.025223346585451834,0.6659998941743638,1.0315110249335533,23.617481113764633,0.3994898468153664,0.95071573829691,0.023715855571033298,0.7856448925019347,0.6684138668326997,-0.01695546820939425,0.07368186440432689,0.11592421368305054,0.07560757266502736,0.13840133078236985
0.06797359500000001,0.028150575567317048,0.6721266929336083,0.6694907818258743,23.915733436899515,0.26095459209942906,0.27819205797082824,-0.5502088573387349,0.2592675211257358,0.6172505645076395,-0.01698889453422885,0.07371510540833698,0.11584476424379847,0.07564746726003047,0.13835659979039175
