elapsed time,timestamp,topic,value
0.001315104,1760031784.001315104,/xwing/rotor_feedback.data[1],1202.709228515625
0.0013253680000000002,1760031784.001325368,/xwing/rotor_feedback.data[1],1199.777099609375
0.001440042,1760031784.001440042,/xwing/rotor_feedback.data[1],1199.777099609375
0.001465579,1760031784.001465579,/xwing/rotor_feedback.data[1],1199.777099609375
0.0014775160000000001,1760031784.001477516,/xwing/rotor_feedback.data[1],1196.7401123046875
0.004671808,1760031784.004671808,/xwing/rotor_feedback.data[1],1202.709228515625
0.0046998380000000005,1760031784.004699838,/xwing/rotor_feedback.data[1],1199.777099609375
0.01674606,1760031784.016746060,/xwing/rotor_feedback.data[1],1196.7401123046875
0.016765018,1760031784.016765018,/xwing/rotor_feedback.data[1],1205.74609375
0.016784725,1760031784.016784725,/xwing/rotor_feedback.data[1],1196.7401123046875
0.016882030000000003,1760031784.016882030,/xwing/rotor_feedback.data[1],1199.777099609375
0.020950537,1760031784.020950537,/xwing/rotor_feedback.data[1],1199.777099609375
0.021130133000000002,1760031784.021130133,/xwing/rotor_feedback.data[1],1196.7401123046875
0.021159489,1760031784.021159489,/xwing/rotor_feedback.data[1],1202.709228515625
0.021190441,1760031784.021190441,/xwing/rotor_feedback.data[1],1196.7401123046875
0.021208956,1760031784.021208956,/xwing/rotor_feedback.data[1],1202.709228515625
0.021262876,1760031784.021262876,/xwing/rotor_feedback.data[1],1199.777099609375
0.021274742000000003,1760031784.021274742,/xwing/rotor_feedback.data[1],1202.709228515625
0.021284925,1760031784.021284925,/xwing/rotor_feedback.data[1],1219.1502685546875
0.021330349000000002,1760031784.021330349,/xwing/rotor_feedback.data[1],1199.777099609375
0.021343886000000003,1760031784.021343886,/xwing/rotor_feedback.data[1],1210.2490234375
0.021369989000000002,1760031784.021369989,/xwing/rotor_feedback.data[1],1213.18115234375
0.021433997,1760031784.021433997,/xwing/rotor_feedback.data[1],1199.777099609375
0.024453807,1760031784.024453807,/xwing/rotor_feedback.data[1],1199.777099609375
0.024464832000000002,1760031784.024464832,/xwing/rotor_feedback.data[1],1199.777099609375
0.024470835,1760031784.024470835,/xwing/rotor_feedback.data[1],1199.777099609375
0.024709514000000002,1760031784.024709514,/xwing/rotor_feedback.data[1],1202.709228515625
0.03209691,1760031784.032096910,/xwing/rotor_feedback.data[1],1199.777099609375
0.032118089,1760031784.032118089,/xwing/rotor_feedback.data[1],1199.777099609375
0.032132089,1760031784.032132089,/xwing/rotor_feedback.data[1],1199.777099609375
0.032156758,1760031784.032156758,/xwing/rotor_feedback.data[1],1202.709228515625
0.032175833,1760031784.032175833,/xwing/rotor_feedback.data[1],1199.777099609375
0.032190887,1760031784.032190887,/xwing/rotor_feedback.data[1],1202.709228515625
0.032285868,1760031784.032285868,/xwing/rotor_feedback.data[1],1202.709228515625
0.039601576,1760031784.039601576,/xwing/rotor_feedback.data[1],1199.777099609375
0.039617137000000004,1760031784.039617137,/xwing/rotor_feedback.data[1],1196.7401123046875
0.039627854000000004,1760031784.039627854,/xwing/rotor_feedback.data[1],1196.7401123046875
0.0396479,1760031784.039647900,/xwing/rotor_feedback.data[1],1199.777099609375
0.039679679,1760031784.039679679,/xwing/rotor_feedback.data[1],1193.8079833984375
0.039694486,1760031784.039694486,/xwing/rotor_feedback.data[1],1202.709228515625
0.039745563000000005,1760031784.039745563,/xwing/rotor_feedback.data[1],1202.709228515625
0.051521222000000005,1760031784.051521222,/xwing/rotor_feedback.data[1],1199.777099609375
0.051535805000000004,1760031784.051535805,/xwing/rotor_feedback.data[1],1199.777099609375
0.051553554,1760031784.051553554,/xwing/rotor_feedback.data[1],1199.777099609375
0.051598734,1760031784.051598734,/xwing/rotor_feedback.data[1],1199.777099609375
0.051624261000000005,1760031784.051624261,/xwing/rotor_feedback.data[1],1202.709228515625
0.05164301,1760031784.051643010,/xwing/rotor_feedback.data[1],1199.777099609375
0.051659585,1760031784.051659585,/xwing/rotor_feedback.data[1],1205.74609375
0.052131235000000005,1760031784.052131235,/xwing/rotor_feedback.data[1],1216.2181396484375
0.052156311000000004,1760031784.052156311,/xwing/rotor_feedback.data[1],1199.777099609375
0.052174147000000004,1760031784.052174147,/xwing/rotor_feedback.data[1],1202.709228515625
0.052187975000000004,1760031784.052187975,/xwing/rotor_feedback.data[1],1202.709228515625
0.052260027,1760031784.052260027,/xwing/rotor_feedback.data[1],1202.709228515625
0.062494607,1760031784.062494607,/xwing/rotor_feedback.data[1],1196.7401123046875
0.062507431,1760031784.062507431,/xwing/rotor_feedback.data[1],1205.74609375
0.062542967,1760031784.062542967,/xwing/rotor_feedback.data[1],1199.777099609375
0.062552094,1760031784.062552094,/xwing/rotor_feedback.data[1],1199.777099609375
0.062568365,1760031784.062568365,/xwing/rotor_feedback.data[1],1229.6221923828125
0.06258825400000001,1760031784.062588254,/xwing/rotor_feedback.data[1],1202.709228515625
0.062600353,1760031784.062600353,/xwing/rotor_feedback.data[1],1202.709228515625
0.06265335300000001,1760031784.062653353,/xwing/rotor_feedback.data[1],1199.777099609375
0.062672958,1760031784.062672958,/xwing/rotor_feedback.data[1],1199.777099609375
0.062683717,1760031784.062683717,/xwing/rotor_feedback.data[1],1202.709228515625
0.06272660000000001,1760031784.062726600,/xwing/rotor_feedback.data[1],1202.709228515625
0.066005196,1760031784.066005196,/xwing/rotor_feedback.data[1],1199.777099609375
0.066021786,1760031784.066021786,/xwing/rotor_feedback.data[1],1199.777099609375
0.066034417,1760031784.066034417,/xwing/rotor_feedback.data[1],1199.777099609375
