alpha,CL
-19.0,-0.7665
-18.0,-0.7319
-17.0,-0.6976
-16.0,-0.6633
-15.0,-0.6372
-14.0,-0.6051
-13.0,-0.5773
-12.0,-0.5527
-11.0,-0.5311
-10.0,-0.5148
-9.0,-0.501
-8.0,-0.4893
-7.0,-0.4658
-6.0,-0.3999
-5.0,-0.3082
-4.0,-0.1928
-3.0,-0.0475
-2.0,0.0852
-1.0,0.1992
0.0,0.3019
1.0,0.4104
2.0,0.5181
3.0,0.6248
4.0,0.7305
5.0,0.8345
6.0,0.9357
7.0,1.0323
8.0,1.1216
9.0,1.1956
10.0,1.2548
11.0,1.2674
12.0,1.2324
13.0,1.1744
15.0,0.9884
16.0,0.9924
17.0,1.0125
18.0,1.0405
19.0,1.0686
