angle_of_attack_deg,Fx_aero_N,Fy_aero_N,Fz_aero_N,velocity_mps
74.6942398769395,-0.5426625370557028,-0.3362885252169644,1.1478510669153852,0.17420575846089648
74.51922488254823,-0.5555997954984194,-0.26769011323291186,1.1950720786159115,0.19749395738523293
74.31384447896147,-0.5744359272193083,-0.20825253288163814,1.2316093363991576,0.2221805981716363
74.08584520480146,-0.5973131117892426,-0.1582835209313227,1.2565225520975847,0.24825726966882433
73.83537745833527,-0.6213765850186588,-0.11519873894241714,1.270821016496891,0.275721960991156
73.55800598561716,-0.6434372606337332,-0.07439638973809237,1.2772118955136647,0.3045675418742603
73.2482965362291,-0.660927564744953,-0.03148901676735963,1.2787496723204135,0.3347635213877999
72.90224837021711,-0.6719443307842157,0.01534924832396807,1.277211139626186,0.36624416478772026
72.51849894683234,-0.6746436841969774,0.06512876398418808,1.273042296395757,0.3989093114647885
72.09883992712051,-0.6676562862009155,0.11590268091331304,1.2666696923617433,0.4326370119350793
71.64816150673181,-0.6510404704871673,0.16663491017717444,1.2593610212237731,0.467305702892407
71.17376594694535,-0.6261661838639148,0.2178874034281496,1.2529047200385177,0.502814556140286
70.6843583557046,-0.5952065958264525,0.27095745402796795,1.2488836424386602,0.5390920415292383
70.18910390256656,-0.560817581401839,0.32605140945196304,1.2482066754240744,0.5760924646483602
69.69667997505539,-0.5257866694231526,0.3813092763122164,1.2507492448600945,0.6137861055715479
69.21415905766857,-0.49349572196736485,0.43313576220257793,1.255200398423799,0.6521539701923859
68.74624255081993,-0.46822448511710185,0.477336761977485,1.2593916154090943,0.6911855326156083
68.29539391997972,-0.4535980505614999,0.5110207903633223,1.260792925477676,0.7308649040849476
67.86262741306972,-0.45096308028326065,0.5341528385187104,1.2569833718689627,0.77115318957726
67.44854469582843,-0.45958589290288576,0.5493408785043892,1.2462746143924284,0.8119889455438463
67.0541877594799,-0.4777964500418544,0.5601436822310107,1.2280657096566137,0.8533013386350123
66.68096764142372,-0.5036798361952166,0.5695898802772864,1.20244632539132,0.895016801212122
66.32970528201926,-0.5348285685604796,0.5800397905674242,1.1698353930492686,0.9370616098529116
65.99988101601835,-0.5680337205129254,0.593671273381895,1.1314291702409214,0.9793723781182156
65.68966561772065,-0.5997238517823268,0.6126665452887814,1.0896972152332318,1.0219115061901154
65.39634403101347,-0.6266808275639437,0.639143175994795,1.048112276249554,1.0646736103375736
65.11665082662317,-0.6469976085901031,0.6747589364498455,1.0105603067322317,1.107675481301067
64.84687081083285,-0.6607978271445615,0.7199263283552534,0.9809908841191498,1.150940704231438
64.58289706218245,-0.6696363084502873,0.7732975363501521,0.9631049240611007,1.1944976500694822
64.32043592476352,-0.6757899094885013,0.831808809083214,0.9598149583894289,1.2383929768713104
64.05522315988028,-0.6821595258191209,0.8908887960298493,0.9726212800494375,1.2827046333489238
63.78311208792075,-0.691489296466009,0.9451714095036946,1.0012105325807592,1.3275430179640277
63.500248669989624,-0.7055328965652726,0.9900286333386584,1.0433277547059068,1.3730442917383057
63.2035866726448,-0.7250703479221838,1.0229135828773122,1.0948530113860477,1.4193570006478842
62.891607744707365,-0.7497794594141731,1.0437625944942575,1.1505264209678512,1.4666161357389567
62.564804391923474,-0.7781191999804502,1.0549573676714832,1.2052966058761474,1.5149104745560968
62.225577484971474,-0.8081410323046471,1.0613136918250068,1.2550988631531088,1.5642521531091063
61.87761981008654,-0.8382150354802315,1.0697430763060758,1.2968944088300358,1.614547892741345
61.52515323549204,-0.8668543518848268,1.0877915511369074,1.3289736668039887,1.6655901878754558
61.172243863688465,-0.892701366442796,1.1212870785828708,1.3512921415663504,1.717107814347292
60.82224015086102,-0.9150745583922765,1.1727513576371398,1.3651462060902029,1.7688637925013406
60.477432867821804,-0.9343829466161718,1.241289181707101,1.372308341173407,1.8207272954665548
60.13902839343249,-0.951873014285689,1.323210241474417,1.3739411449001309,1.8726827885077038
59.807379154160024,-0.9684218795810723,1.413109711389309,1.3702317748235733,1.9247999759073586
59.48232322497886,-0.9831750272350818,1.505782718023554,1.361637518835345,1.9771909255451536
59.163530602321956,-0.993207371396293,1.5985122846230864,1.350586743645339,2.0299517904472566
58.850725661161626,-0.9944211367304179,1.6922910285553252,1.3415408700175029,2.083076856170219
58.543581646975845,-0.9837711522637613,1.7911961881066774,1.3392136980879543,2.1364031070801377
58.24144365647618,-0.9613648222878591,1.9002247804612382,1.346731101947199,2.1896649867781424
57.9433153351259,-0.9298599127040691,2.0224001738224624,1.3650267322883833,2.242614969480446
57.648098473977555,-0.8927216189203375,2.1564224586662273,1.3930482336564094,2.2951093936646774
57.354833042824005,-0.8540882459979703,2.296350655526769,1.4283635446304417,2.3471349465458777
57.062947268199075,-0.8186546407426062,2.4339512352568913,1.468437702719151,2.3987963903712854
56.77248713334783,-0.79047355596296,2.562100246908648,1.5119658256841066,2.450278332569772
56.48405104165474,-0.7722251112933584,2.6769307225876755,1.5593663014921737,2.5017958330085843
56.198399165501314,-0.7650296694699436,2.7785158105231793,1.6123972034278313,2.553552024862617
55.916131102864625,-0.7681458357281526,2.870444341787323,1.673059405832145,2.6057146105732074
55.63762598555225,-0.7794294734286624,2.957867333421772,1.7421501691892023,2.6584161011864387
55.36311408505318,-0.7966530210851631,3.045010521535538,1.8180243929812698,2.7117617002495287
55.09278510337265,-0.8180568597082647,3.1338264203009465,1.8962412808447282,2.7658244708354456
54.826836885266076,-0.8427564940898372,3.22386082597536,1.9705392835586009,2.820635128206854
54.565394823598325,-0.8720637002264194,3.3130367943009658,2.03455501031481,2.8761830581515295
54.308384047372684,-0.9089185989751538,3.399316851361786,2.083498808146628,2.932432535840349
54.05546808575309,-0.9551175639320932,3.48232685468004,2.11510731185343,2.9893483536123266
53.80607937240718,-1.0104581224064266,3.563607131448673,2.1295928022300625,3.0469097260562394
53.55952002370481,-1.0737611652480537,3.6453004823211024,2.129185535305725,3.1050809790331324
53.31510428520583,-1.142722859149952,3.7285910818928905,2.1172184288170097,3.1637269554724434
53.072202945669474,-1.213488934952252,3.813205239128237,2.096673605401122,3.2225287710863295
52.82998577767254,-1.281663062352895,3.8981088425292136,2.069587849922868,3.28103616071192
52.58700263660423,-1.3434671868323314,3.982648343526176,2.037868456408784,3.338873388150455
52.34101052028765,-1.3959979672658502,4.067266314359354,2.004148852170313,3.3958926485714813
52.08911847593095,-1.4370534697459654,4.153560850444655,1.9719070244204497,3.4521652545895165
51.82803750477148,-1.46489143437318,4.244025059693469,1.9452834206066212,3.5079159235363635
51.55432114593169,-1.478033153899698,4.341707315689332,1.9288945311331718,3.56347111738942
51.264600308339816,-1.4751987851109252,4.449809512220109,1.9276139329784072,3.6192043768388977
50.95586196865895,-1.4553890790823556,4.57119635233593,1.9462739155538835,3.675476282421171
50.62579824710235,-1.4181256252957257,4.7077912975411,1.989234923312776,3.7325941279721744
50.27319937455862,-1.3638578293776709,4.859843226232187,2.059767134833026,3.790806402626167
49.89837278186246,-1.294538430190969,5.025062670597011,2.1591909270656506,3.850319896941539
49.503579845534404,-1.2143588360437771,5.197647624620933,2.2857343403104466,3.9113152917695984
49.09346499492581,-1.1299647340510546,5.368057790892587,2.4333607428127166,3.9738974136320246
48.67504614143192,-1.0488962669717985,5.525369397579648,2.5916859409668342,4.037917044578366
48.256432922035756,-0.9770266088976377,5.661541294012867,2.748225579645385,4.102834768140772
47.84468918053518,-0.9174185572908351,5.7738034627073755,2.892132969279171,4.167890490644181
47.44453095569555,-0.8708158803117813,5.863905291279341,3.0168102137230868,4.232452083420782
47.05831052687107,-0.8363912881470307,5.936462204160774,3.120200068616685,4.296211544703003
46.68643510951107,-0.812306344688323,5.99780376734646,3.203792880920638,4.359165297259517
46.32778196307061,-0.7961646745772026,6.055176704802156,3.271503442506144,4.421493049933426
45.98013422253764,-0.7853623325830501,6.116083020120696,3.3287256681021464,4.483426720859063
45.64064238230245,-0.7773585693873529,6.187668681738798,3.3815418423331387,4.545165424451527
45.306286669367076,-0.7698923734842125,6.27607869254483,3.436041733057166,4.606848106841063
44.974334030471894,-0.7611691599476108,6.38570352494301,3.4976927572075263,4.66856970419449
44.642792011824355,-0.7500385632391287,6.518258471570532,3.5706957013406018,4.730426312788249
44.310862146792296,-0.736179010361173,6.671661295661545,3.6572619661806693,4.7925611241729245
43.97938650014304,-0.7204571835574586,6.838498092330952,3.7565742012477954,4.855169061376016
43.6512521472161,-0.7051473212130771,7.0052231769246704,3.8636305062039384,4.918441654830931
43.33140775772764,-0.6929028894872559,7.155230363039033,3.969683982969629,4.982496655005166
43.02584876777889,-0.6851185337194517,7.2748246513185,4.065116278482784,5.047348084912887
42.739937584870965,-0.6817166518138871,7.356525874776216,4.142399925039579,5.112912764616677
42.477425064969104,-0.681993322478041,7.398650758595249,4.197161660470431,5.179034840353984
42.240501710332005,-0.6851158136562285,7.404395405618673,4.228163266848276,5.245525857939136
42.03013972975355,-0.6903226751482888,7.3812072074776856,4.237147136106838,5.312208282623917
41.846289166886834,-0.6970563213527132,7.338950994483811,4.228062192105194,5.37895329250042
41.68793051042732,-0.7049302657406737,7.287004833170005,4.205551203588421,5.445711511174194
41.55308401095165,-0.7136365629996079,7.2324615149771265,4.1738003022237455,5.512517037108774
41.43883818208577,-0.7229041084979327,7.180123351614758,4.136275212227539,5.5794369382454025
41.34144056860415,-0.7324814175312326,7.133130676253321,4.095845595807775,5.646486273153241
41.25645911585023,-0.7421137038252994,7.093582198830576,4.0549690080561565,5.713574825410869
41.178945962976236,-0.7515169950947788,7.063111719923743,4.015902398523005,5.780544594131086
41.103562906615224,-0.7603523497048825,7.043396342853371,3.9809148751684917,5.847291689357621
41.024689150888335,-0.7682039182237066,7.036575697266298,3.952479969959604,5.913867204907046
40.93652865794282,-0.7745655215715841,7.045560829484545,3.933428176116089,5.980470026564985
40.83322616446221,-0.7788414565343075,7.074206564733736,3.927040673887918,6.047370198217708
40.70901306172364,-0.7803681992099207,7.127313769458958,3.9370627673452665,6.114833399472787
40.558381300994235,-0.778464294557564,7.210419794085743,3.9676106335169323,6.183062931424681
40.37626598244293,-0.7725156514286996,7.329328578392578,4.022937752655191,6.252169135858167
40.158248286768305,-0.762102293172509,7.489328981750847,4.107018415519953,6.322178816484484
39.900744342582016,-0.7471699025984352,7.694053757312156,4.222896228412642,6.393052110489418
39.60113365706862,-0.728244863571744,7.943945311155036,4.371737944622442,6.464688631792594
39.25795187794593,-0.7066847537506488,8.23432086516004,4.5515313971478495,6.5369481899744155
38.87132616562203,-0.6849475884485882,8.553070920212564,4.755377381242457,6.609678810140258
38.44360761828826,-0.6668290038764446,8.879836897394462,4.970251769274751,6.682697742892468
37.980022810735974,-0.6570821265238813,9.190680724899792,5.178673864017712,6.755681613295565
37.48930678798328,-0.6601047541771756,9.467306924671938,5.363765225981727,6.828076974253561
36.98374615178651,-0.6785714823168956,9.702570484670874,5.514135602682893,6.899222857731274
36.47736338885959,-0.7119873980635733,9.897939268057364,5.626290563543283,6.968594664103074
35.98282027085519,-0.7557852920140516,10.058328444114553,5.705058135109486,7.035887430177926
35.50953077362325,-0.8031421031965694,10.190071928921002,5.761382858410961,7.100911830153777
35.06362303643889,-0.8479702441624929,10.301049934813669,5.808052835629318,7.163527819507537
34.648526395977875,-0.8860836548464047,10.400273300348308,5.85666944577669,7.223716245783072
34.265548309362785,-0.9150090905223326,10.496905502142418,5.916897945053213,7.281667142216069
33.91439489279322,-0.9336732653686542,10.599320568774106,5.9964021511956895,7.337792985280647
33.59363382513122,-0.9421636965117872,10.714198989681034,6.100593370317759,7.3926753016713285
33.3011402339846,-0.9415773214375642,10.84558193269033,6.232135381400078,7.446959264745488
33.034524858285906,-0.9339567076189879,10.993823983489747,6.390165423770293,7.501221497898245
32.79150592360472,-0.922180897742342,11.154527111741773,6.569330884198867,7.555844756919778
32.57015321303538,-0.9092282418143064,11.318974855400489,6.759707042536113,7.610967061588724
32.36885258074481,-0.8966959479902961,11.477959828671946,6.9492881754788325,7.666565689950065
32.18596173789326,-0.8839959317439003,11.62598876740061,7.128088131750568,7.722583889596846
32.0193895506239,-0.8691360581767094,11.760982573351061,7.2903206114156704,7.778973710071857
31.86637336145611,-0.8503484883061516,11.881284522050498,7.433525088668847,7.835686451072761
31.723523513896232,-0.827397626106226,11.984498627936743,7.556878469132024,7.892691687680057
31.586948147179285,-0.8013716689426094,12.068290243603988,7.660711145951045,7.950012563744144
31.45233218809461,-0.7733592650062475,12.131412701313184,7.746893453390012,8.007705512611757
31.315060756169473,-0.7437485848769092,12.174396038430078,7.8188126366396276,8.065807714108516
31.170412737353402,-0.7123758277740116,12.199749649717852,7.880829122543092,8.124356177378308
31.013753859912654,-0.6787793717684458,12.21170618328661,7.937764459988812,8.18343719779215
30.84070340478801,-0.6423968509225729,12.215854522777972,7.994565530564418,8.243155430717314
30.647261806874777,-0.6027748738622772,12.218824279296014,8.056086147694879,8.303582553857819
30.429914699575978,-0.5597977094249724,12.22795956689739,8.126950092926604,8.364775528250135
30.185760346998034,-0.5139392632259802,12.250911428270207,8.211455678878366,8.426795385897826
29.91267910278664,-0.466538201387525,12.295073711455286,8.3134778286956,8.489679170100999
29.60955604627693,-0.42008901727935716,12.366787766629768,8.43631866971844,8.55342039531588
29.276569837902,-0.37853211239024975,12.470249006002424,8.582451974174843,8.617986945668434
28.915538460640814,-0.3475136973779825,12.606065618915173,8.75310213931099,8.683360313530494
28.53030367458736,-0.3341757207922137,12.770157257667256,8.947154079612286,8.749515492297597
28.12713565250181,-0.3454991133881342,12.95457590089575,9.15855718856127,8.816290210563325
27.714763711879616,-0.38555154044415707,13.1500011403764,9.373601785728082,8.883255254565372
27.30324353430874,-0.45391732693729586,13.347433217241225,9.572244551869023,8.949737486559266
26.901968442312036,-0.5464010370338526,13.538373584629895,9.73474934139493,9.015002510050458
26.518396903594528,-0.6568564391623264,13.714635452669087,9.84891902242275,9.078466653392546
26.158028370819903,-0.7784190867195222,13.8682894780437,9.913534957806599,9.139827271011953
25.824743099257645,-0.9032500808783026,13.992456410120104,9.93764920917975,9.19906490212425
25.520849755799784,-1.0223768843184726,14.083312156231504,9.936134589633788,9.256341839959505
25.246939416481627,-1.1274432759529234,14.141554044783813,9.923751372123826,9.311882566054237
25.001923332246513,-1.2128616721529075,14.171958445393654,9.911927576348194,9.365851065262571
24.78335694752909,-1.276326585371294,14.181998346171008,9.908838168875919,9.418274094137605
24.587852358944627,-1.3181120732462026,14.18066866641228,9.920405783323716,9.469125774351113
24.41144566537101,-1.3402356051626634,14.177639206062318,9.951098918198714,9.518503668418061
24.249905141924355,-1.3457986352032307,14.182594102156934,10.004481381112152,9.566731982667358
24.098985153386373,-1.3384918075950052,14.204672325059473,10.083488629273539,9.614337533980885
23.95465717250801,-1.3222407402062781,14.251919563386513,10.190410432574376,9.661924104082935
23.813340350020667,-1.3009621731671772,14.330664436976772,10.3265607501612,9.710030161631252
23.67212188166806,-1.2783987016729204,14.444741671905524,10.491618188349872,9.759065479963697
23.528984635664955,-1.2580018813610976,14.594502181993498,10.682627247509824,9.809345680597223
23.383059123317256,-1.242836473982433,14.775575542882441,10.892665529762763,9.861136247404096
23.234859438305804,-1.235453770625235,14.978226418940203,11.110155538633931,9.914568818058488
23.086312089029896,-1.2380152090318017,15.189303553100872,11.320948144992624,9.969498620248654
22.94026523323002,-1.2527641247446957,15.396025717528543,11.512782309579126,10.025573601380694
22.79961918722879,-1.2817630851475352,15.587296993104056,11.67830693199957,10.082515377314365
22.666738251278783,-1.326240284042631,15.75236512228865,11.814969011568142,10.140318948372185
22.543358043404467,-1.3869965607664991,15.88117334362659,11.92375413021154,10.199233286616293
22.430652963655973,-1.4636667632257128,15.96695232403601,12.007899821404562,10.259553726417725
22.329252656265094,-1.551891818449529,16.008434255389368,12.071302548260167,10.321294206852507
22.2391809494388,-1.6431102175007297,16.0104934563531,12.117643300868401,10.38397404318615
22.15981768732142,-1.7282118130025312,15.982601416034411,12.1506948109587,10.44670368531783
22.090010325271727,-1.800455023567291,15.93585631004723,12.174493084660455,10.508476899732111
22.028267674425784,-1.8556755040751718,15.881044481298883,12.193014757225844,10.5685227836873
21.972912612147603,-1.8914598054217708,15.828417148511795,12.20995945417704,10.626486167803957
21.92218781762359,-1.906401670956851,15.788011443674309,12.2287060386778,10.682210055200068
21.874340241612543,-1.899565927587794,15.769854107868712,12.252315239921716,10.735391825528797
21.827676138353702,-1.8701733231218252,15.783937399861246,12.283553181014168,10.785567131249595
21.780596574441464,-1.8175134262373551,15.839859543018125,12.32491159752719,10.8322786120794
21.73164932094336,-1.7410894102330523,15.94602578942229,12.378601453111145,10.875103386232347
21.67960269406131,-1.6409961648805138,16.108314493237774,12.44649698381277,10.913729511148304
21.623511652686606,-1.5185296346056598,16.328129976274226,12.530007093877408,10.948219054876057
21.562757231703692,-1.377018470763713,16.599795818158128,12.629851120295841,10.979147770254178
21.497081871959008,-1.2228501361313704,16.907275510508168,12.745715312128583,11.007441039468336
21.426677704593974,-1.065071619164944,17.22306562740656,12.87586967069103,11.034068523501123
21.352273417962774,-0.9117292134229679,17.514938006284893,13.017159243870815,11.059848870976593
21.275011896765257,-0.7672694502540454,17.75772060773904,13.165751480398699,11.085474540743814
21.196125574730072,-0.634936558261125,17.938937094170306,13.318057252330112,11.111635001292518
21.116692001962672,-0.5184779799380275,18.056006809671718,13.470857773410442,11.139065209277007
21.03755778203783,-0.42031222431289883,18.111751801032177,13.620824906487334,11.168450917052246
20.959298547638383,-0.3408278396576045,18.111863758131875,13.764382088932168,11.200230789372013
20.882180362557477,-0.279410094258832,18.06390483184143,13.898320253336207,11.234416467059008
20.80617259885209,-0.2350604669712038,17.97679378078346,14.02067410086198,11.270597678152123
20.731007672753027,-0.2067631572163946,17.860240677960558,14.131024017487306,11.308199495031557
20.656236485413526,-0.19387950076331364,17.72419697755593,14.23013797485461,11.346823505965434
20.581271212101118,-0.19639730624669294,17.578494983679246,14.31947763718285,11.386487647170542
20.505449436998575,-0.21501687174865813,17.432670453594497,14.40081657163106,11.427665529209886
20.42812149664818,-0.25106983708728287,17.29586301019048,14.475962432902039,11.470950671995205
20.34873166654134,-0.3062612612611713,17.176691448268596,14.546570135450946,11.51644060252255
20.26688884175779,-0.38222094439586884,17.083005325249367,14.614030388992587,11.563453676403897
20.182449264492867,-0.47984876780962793,17.021420649235928,14.679416637377743,11.610882483762454
20.095613539743578,-0.5984425277165922,16.99655734466287,14.743472865437889,11.65769783327983
20.007028294627663,-0.7346072373021032,17.009911871790347,14.806624925919413,11.703150873113314
19.91784271774574,-0.881312918030872,17.059175541099165,14.868876543079375,11.7467161356023
19.829611948656275,-1.0284016179080862,17.139608090758294,14.929624336414015,11.787956681488879
19.74408121553166,-1.1653336656298472,17.246401632250844,14.988073128350607,11.826469519331397
19.66299265748428,-1.2841285352757905,17.374523822441382,15.044392090984166,11.861973061565994
19.58786769535919,-1.3799839276502381,17.516142724020366,15.100253526146302,11.894433567653286
19.519750283278835,-1.4501626606897255,17.65944512560805,15.157773512308662,11.924124325866456
19.459101439273933,-1.493482768398398,17.79030335987026,15.217903782950277,11.951581743902633
19.405871929025388,-1.5113936509050705,17.89525162744256,15.27995637219951,11.977471761533279
19.359607400912054,-1.5085533613031004,17.964466616899713,15.342385524321857,12.002477840550284
19.31952791906205,-1.49095451760001,17.993563365651276,15.403722922275978,12.027288635819074
19.284598713101254,-1.4635934092432221,17.983342381346176,15.463040868384747,12.052576478507786
19.253605664970312,-1.4296807149132815,17.938358152348215,15.52007732805545,12.078870497119157
19.225235935491643,-1.3906690922171607,17.86555174256675,15.575266834048701,12.10641821780237
19.198158188423,-1.3463644973450435,17.77327072090802,15.629760216573025,12.135170753615073
19.171099434735073,-1.2950970511407085,17.670606350983117,15.685435813702343,12.164902995733145
