time_s,speed_mps
2.5027933760000005,0.016799928399708914
2.5127933760000003,0.01673959558622856
2.5227933760000005,0.016671853128894933
2.532013021,0.016665193509586125
2.532017009,0.016658725920940858
2.5320215260000003,0.016652450586705534
2.532030214,0.016646367724307894
2.5320356520000002,0.016640477544819954
2.532062057,0.016634780252921956
2.532067688,0.016629276046867307
2.5320724180000003,0.01662396511844857
2.5320769690000002,0.01661884765296446
2.532086554,0.016613923829187888
2.532101897,0.016609193819335108
2.5321084050000002,0.016604657789035863
2.5321217220000003,0.016600315897304683
2.5321269190000004,0.016596168296513246
2.5327933760000003,0.01659221513236384
2.535479868,0.016564283770871657
2.535493277,0.016538795162034298
2.538859275,0.01651576061548315
2.5427933760000005,0.016495190412074916
2.5527933760000003,0.016374343043623046
2.562793376,0.016222632418036963
2.5727933760000004,0.01603296899052129
2.582793376,0.015799041108052518
2.590192551,0.015781867786025795
2.5902254960000004,0.01576476251284085
2.5902347750000003,0.015747725510242862
2.590240241,0.015730757000050683
2.5902470490000002,0.0157138572041476
2.5902565820000003,0.015697026344471985
2.5902657380000003,0.015680264643007837
2.590284881,0.015663572321775256
2.59032798,0.015646949602820814
2.590334876,0.015630396708207792
2.590346801,0.01561391386000639
2.590353833,0.015597501280283792
2.59035985,0.015581159191094143
2.590366096,0.015564887814468457
2.5903759930000003,0.015548687372404396
2.59040885,0.015532558086855988
2.5927933760000004,0.015516500179723225
2.59595366,0.0153480915543966
2.602793376,0.015183981290951724
2.6127933760000004,0.014803326036851486
2.617333736,0.014755601851822986
2.6173387690000003,0.014708023697152465
2.6173490630000003,0.014660592994580904
2.617351642,0.014613311179872636
2.6173542050000003,0.014566179702897603
2.617368758,0.01451920002771163
2.6205393480000003,0.014472373632634566
2.620543071,0.014425702010326252
2.622793376,0.01437918666786008
2.6327933760000004,0.013918430788388059
2.642793376,0.013429305270632809
2.6527933760000004,0.012920799439913318
2.662793376,0.012402812021927372
2.6697874390000003,0.012368132839588751
2.66982505,0.012333487801706376
2.669846454,0.012298877196827556
2.66986277,0.012264301316468397
2.669886248,0.012229760455147546
2.669928773,0.01219525491042035
2.6699710760000004,0.012160784982913366
2.6699923990000003,0.012126350976359272
2.6700278340000003,0.012091953197632153
2.670038366,0.012057591956783164
2.670054918,0.012023267567076612
2.6700842490000003,0.011988980345026398
2.6701069840000002,0.011954730610432882
2.6701258510000003,0.011920518686420118
2.6727933760000004,0.011886344899473522
2.6827933760000002,0.011382900062667341
2.6846757820000002,0.011141866463199665
2.6927933760000005,0.010903850242470802
2.7027933760000002,0.010460277151948975
2.7127933760000005,0.010062087860296363
2.7227933760000003,0.009716483652707303
2.723106484,0.009699699615587816
2.723139313,0.009683000309044341
2.723301637,0.009666386172209517
2.723309617,0.00964985764499281
2.723315019,0.009633415168048207
2.7233235430000002,0.009617059182741288
2.723329196,0.009600790131115668
2.7233354070000004,0.009584608455858786
2.7233414970000003,0.00956851460026705
2.723349622,0.009552509008210348
2.7233547220000003,0.009536592124095916
2.72335969,0.009520764392831537
2.723377534,0.009505026259788118
2.723391737,0.0094893781707616
2.7234043910000003,0.009473820571934223
2.728842023,0.009458353909835137
2.728861353,0.009442978631300367
2.7327933760000005,0.009427695183432127
2.7427933760000003,0.009198229918648618
2.7513276760000003,0.009109676328043033
2.7527933760000005,0.009029891416935538
2.7627933760000003,0.008923526422640675
2.7727933760000005,0.008878224739020826
2.7827933760000003,0.00889076000428976
2.7927933760000005,0.0089551995425362
2.8014536740000002,0.008967147118763338
2.801475883,0.008979545895362264
2.801491869,0.008992394005978352
2.8016042310000002,0.009005689527463185
2.801637306,0.009019430481235012
2.8016533470000002,0.009033614834664415
2.801676193,0.009048240502482967
2.8027933760000003,0.009063305348212869
2.807582031,0.009072059769836613
2.807605687,0.009080929239202066
2.807615905,0.009089913419536253
2.8076264880000004,0.009099011971049313
2.807687898,0.0091082245509921
2.807832532,0.009117550813713899
2.807951477,0.009126990410720166
2.807969083,0.009136542990730351
2.807989252,0.00914620819973573
2.808000523,0.009155985681057254
2.80834961,0.009165875075403385
2.8083811290000003,0.009175876020927905
2.808420279,0.00918598815328768
2.8089492700000003,0.009196211105700356
2.812793376,0.009206544509001994
2.8227933760000004,0.009378173574637046
2.832793376,0.009573663145111372
2.834210357,0.009592408713516439
2.8342268020000003,0.009611349803669596
2.834241264,0.009630485261923415
2.8342580230000003,0.009649813931989557
2.8342679430000004,0.009669334655196628
2.8342817620000003,0.009689046270744317
2.836579607,0.009708947615953714
2.83659556,0.00972903752651378
2.836609793,0.009749314836723887
2.8366355050000003,0.009769778379732405
2.8427933760000004,0.009790426987771272
2.843756695,0.009866716256723994
2.843816891,0.009945871297203987
2.852793376,0.010027824246186902
2.8627933760000004,0.01028677380441736
2.872793376,0.010568860597057226
2.8827933760000004,0.010875521264717355
2.883198535,0.010899456841434474
2.8832111460000003,0.010923666394880927
2.8832373650000003,0.01094814810752913
2.883256132,0.010972900157730456
2.88328921,0.010997920720210398
2.883305419,0.011023207966555381
2.883385683,0.01104876006569115
2.883400287,0.011074575184352564
2.8834217200000003,0.011100651487544707
2.883443048,0.011126987138995174
2.883459839,0.01115358030159752
2.8834760630000003,0.011180429137845697
2.892793376,0.011207531810259503
2.8965748220000003,0.011274968906585504
2.8965796470000003,0.01134445986030407
2.89658542,0.011415967164928233
2.896589862,0.011489453172822366
2.9027933760000004,0.011564880164589918
2.912793376,0.011946589334029268
2.9199826690000004,0.012074428290849922
2.9200322200000004,0.012209018041698412
2.9227933760000004,0.012350137881451492
2.9327933760000002,0.012771228023878612
2.9427933760000005,0.01320451071213384
2.9527933760000002,0.013644746447571625
2.9627933760000005,0.014087892163049297
2.967803045,0.01411037273871982
2.967816565,0.014133117416195088
2.9678316860000002,0.014156124922476278
2.9678475900000003,0.014179393978164192
2.967861989,0.014202923297747246
2.967876098,0.014226711589887241
2.967889597,0.01425075755770268
2.967947538,0.014275059899049668
2.9679982490000003,0.014299617306800192
2.968014386,0.014324428469117743
2.9680341660000003,0.014349492069730203
2.968047748,0.01437480678819986
2.968062915,0.01440037130019054
2.968077774,0.014426184277731713
2.968091225,0.01445224438947957
2.968108854,0.014478550300974937
2.9681879770000004,0.014505100674898021
2.9727933760000003,0.014531894171319866
2.973434231,0.014634885060746913
2.973446997,0.014743464837156826
2.973522769,0.014857510969070833
2.9827933760000005,0.014976898581349022
2.984940277,0.015080139791117508
2.9849733580000004,0.015189292239897767
2.9849866840000003,0.015304229448232051
2.9927933760000003,0.015424822102215291
3.0027933760000005,0.015878213481230464
