x,z
-0.0017437747147163,1.5234628737532745
-0.0016640896049355,1.5235582976894255
-0.0016151253214491,1.523558628458996
-0.0016141236656774,1.5236617875645448
-0.0015341621326756,1.5237775289862707
-0.0014828165680659,1.5238118156482456
-0.001416250035918,1.5238914808924884
-0.0014143776711335,1.5239861965636177
-0.0010349900017431,1.5250346605540217
-0.0009932983849365,1.525104535293183
-0.0009932882794237,1.525195376935109
-0.000965168713342,1.5253186713821567
-0.0009258421408721,1.5254101266037996
-0.0008847756077281,1.5255184058681046
-0.0009634843438071,1.525635148117073
-0.0009953749437169,1.525752166027157
-0.0010296868905732,1.525864484104941
-0.0011070296547183,1.5259702069992258
-0.0011763545854806,1.526105946319955
-0.001249353366253,1.526203693642443
-0.0012660093758128,1.5263383655128768
-0.0013704450310156,1.526440964599738
-0.0014519753500399,1.526557075580634
-0.0015467113077562,1.5266621416363184
-0.0016234086249734,1.526763821688931
-0.0018507134886195,1.5263894974568002
-0.0019568647325047,1.5264504757775352
-0.0020702121241616,1.5265506096556685
-0.0022384131077492,1.5266533351722582
-0.0023860444285136,1.526743634861489
-0.0025152686935637,1.5268489391653035
-0.0026616135255925,1.5268928013934702
-0.0028737049649499,1.526964831535882
-0.0030225167397155,1.5270040150084634
-0.0031636058747197,1.5270502183415244
-0.0032968881511303,1.5270846111525025
-0.0034910677778798,1.5271462326676786
-0.0036460768097381,1.527198871671492
-0.003793976056572,1.5272008662513683
-0.0039988977691985,1.5272458121969503
-0.0042028743210243,1.5272922716615132
-0.0043381651220251,1.5273090980226127
-0.0044546550714889,1.5273335096867109
-0.0046393388903219,1.527361620563533
-0.0047779052882493,1.527402488114386
-0.0049079450245352,1.5273964280328036
-0.0050308841592474,1.5274076229722904
-0.0051988181491686,1.5274332447639305
-0.0053623126213952,1.5274331912702157
-0.0054280712447405,1.5274245075402075
-0.0055145655156557,1.527440386978676
-0.0056155024629912,1.5274430787626538
-0.0056821827400706,1.5274395863989711
-0.0057051062723371,1.527430335419017
-0.0058194239894126,1.5274229649658315
-0.0058798448434805,1.5274389695052493
-0.0059063847039427,1.5274590775679913
-0.0059168457005018,1.5274668613440934
-0.0059145391336729,1.5275125602038495
-0.0059052980393045,1.5275932895498563
-0.0058536211556376,1.5276312214124577
-0.0058200420216466,1.5277076748653644
-0.0057993331756416,1.52780855733181
-0.0057432227978292,1.5278980895069898
-0.0056557829490642,1.5279689113424135
-0.0055697977844052,1.528070053587156
-0.0054525893768568,1.528156625846651
-0.0053555744146693,1.528228009739239
-0.0052191296638809,1.5282934953370262
-0.0050695744110915,1.528354000613499
-0.0049364430775133,1.52839191675681
-0.0047552164036168,1.5284454157530238
-0.0045691963209311,1.5284843584197043
-0.0043806575790162,1.5285028200430484
-0.0041994611895287,1.5285808155986151
-0.0039130265218328,1.5286355502177895
-0.0036524374546024,1.5286745470160348
-0.0033483363425496,1.5287674130078197
-0.0029616202272708,1.5288760020640098
-0.0025702600461098,1.5289659869623586
-0.0021124785416695,1.529062002441942
-0.0016318595559964,1.529186022787184
-0.0010302564484032,1.5293184507523814
-0.0004169558253798,1.5294490109008136
0.0003127097143265,1.5296507002153434
0.0011367025421969,1.52980693899539
0.0021276443440937,1.529962876144477
0.0032284786784258,1.530161886560209
0.0044761049705664,1.5303254748242718
0.0058120360572659,1.5306044634743612
0.0074117687177882,1.5306653875229377
0.0091612687339772,1.5308648521422892
0.0111767255845894,1.5310265469798574
0.0134247022852597,1.53115594103008
0.0159152071048591,1.5313606837847231
0.0186805319053296,1.5314649190923857
0.021677892755099,1.531608921805263
0.0255204799004862,1.5318745770239115
0.0292545720861896,1.5320362155279696
0.0330421775234113,1.533289981971964
0.0369625449833825,1.5331779410209017
0.0421879384974447,1.5333409056052714
0.0476382639461322,1.533408944065495
0.0532175988701266,1.533234543681979
0.0598036399090202,1.5334110711956932
0.0666333242187778,1.533469878057453
0.0740460094393293,1.5334585718502134
0.081923843960192,1.5333742401918418
0.0905957268959204,1.5334566242815582
0.0999293122697553,1.5335097174886392
0.1100508145166533,1.5335532990576168
0.1209254044958994,1.5336745994966934
0.1324631466755297,1.5337537580469698
0.1448017236134657,1.5337858122497396
0.1580050075952887,1.533836984280109
0.1719780203537232,1.5337953747330375
0.1868495733321552,1.5337969654975738
0.202651596058658,1.5336526862877342
0.2193446621171032,1.5335880319987836
0.2370081431620906,1.533412946515146
0.2555066722656685,1.5332136666909173
0.2750489059961776,1.5329196173466526
0.2951548380511593,1.5323836611503123
0.3166487319117962,1.532158666193792
0.3391295914525815,1.531724848672757
0.3625889704666368,1.531280474144651
0.3870995433689417,1.53088156696787
0.4124979442705648,1.5304175928589143
0.4389369094875494,1.5298026427551212
0.4663662616157928,1.529202210731302
0.4948235814662453,1.528635007357554
