2.382510304450988770e-01,-1.894890367984771729e-01,2.412610352039337158e-01
2.434620410203933716e-01,-1.938070207834243774e-01,2.404370307922363281e-01
2.553340196609497070e-01,-1.743870079517364502e-01,2.330300360918045044e-01
2.365360409021377563e-01,-2.015560269355773926e-01,2.351670265197753906e-01
2.443160265684127808e-01,-2.045620083808898926e-01,2.381060421466827393e-01
2.535440325736999512e-01,-1.707090139389038086e-01,2.329190373420715332e-01
2.386760413646697998e-01,-1.994470208883285522e-01,2.363090366125106812e-01
2.437360435724258423e-01,-2.016880214214324951e-01,2.348020374774932861e-01
2.537750601768493652e-01,-1.725730299949645996e-01,2.346370220184326172e-01
2.365420162677764893e-01,-2.026800215244293213e-01,2.369610369205474854e-01
2.537470161914825439e-01,-1.770430207252502441e-01,2.349910438060760498e-01
2.350330352783203125e-01,-2.027950137853622437e-01,2.352430373430252075e-01
2.480570375919342041e-01,-1.923300176858901978e-01,2.373250424861907959e-01
2.519650459289550781e-01,-1.774320304393768311e-01,2.385590374469757080e-01
2.374120503664016724e-01,-2.051770240068435669e-01,2.388880252838134766e-01
2.487790435552597046e-01,-1.886740177869796753e-01,2.345510423183441162e-01
2.508030533790588379e-01,-1.752860248088836670e-01,2.379570305347442627e-01
2.329730242490768433e-01,-2.058400213718414307e-01,2.354900389909744263e-01
2.518910467624664307e-01,-1.845070272684097290e-01,2.355770319700241089e-01
2.453050613403320312e-01,-1.708520203828811646e-01,2.315620332956314087e-01
2.347790300846099854e-01,-2.034250199794769287e-01,2.371150404214859009e-01
2.515600323677062988e-01,-1.806750297546386719e-01,2.359750270843505859e-01
2.468710243701934814e-01,-1.780430078506469727e-01,2.362450361251831055e-01
2.386230379343032837e-01,-2.120500206947326660e-01,2.333310395479202271e-01
2.499980330467224121e-01,-1.849970221519470215e-01,2.345800399780273438e-01
2.512650489807128906e-01,-1.750770211219787598e-01,2.387040257453918457e-01
2.392170429229736328e-01,-1.998070180416107178e-01,2.418500334024429321e-01
2.291430234909057617e-01,-2.050310224294662476e-01,2.444900274276733398e-01
2.449730336666107178e-01,-1.915730237960815430e-01,2.390660345554351807e-01
2.562100291252136230e-01,-1.684230268001556396e-01,2.405260205268859863e-01
2.563220560550689697e-01,-1.679850220680236816e-01,2.426190376281738281e-01
2.386320382356643677e-01,-1.960710138082504272e-01,2.409370392560958862e-01
2.322210520505905151e-01,-2.042030394077301025e-01,2.405480444431304932e-01
2.322210520505905151e-01,-2.042030394077301025e-01,2.405480444431304932e-01
2.397500574588775635e-01,-1.922250390052795410e-01,2.432930469512939453e-01
2.316750288009643555e-01,-2.089750170707702637e-01,2.421590387821197510e-01
2.374650239944458008e-01,-2.053700387477874756e-01,2.433150410652160645e-01
2.527990341186523438e-01,-1.751390099525451660e-01,2.413310408592224121e-01
2.612740397453308105e-01,-1.675970256328582764e-01,2.386290431022644043e-01
2.405760288238525391e-01,-1.820900142192840576e-01,2.430920302867889404e-01
2.335860282182693481e-01,-2.065790295600891113e-01,2.429000437259674072e-01
2.336790263652801514e-01,-2.103840410709381104e-01,2.403780370950698853e-01
2.524830102920532227e-01,-1.848330199718475342e-01,2.424160242080688477e-01
2.592370510101318359e-01,-1.720600128173828125e-01,2.403560280799865723e-01
2.505990266799926758e-01,-1.760250180959701538e-01,2.394100427627563477e-01
2.365410327911376953e-01,-2.051140069961547852e-01,2.423070371150970459e-01
2.297980189323425293e-01,-2.065170258283615112e-01,2.419690340757369995e-01
2.484010457992553711e-01,-1.910950243473052979e-01,2.388040423393249512e-01
2.373580336570739746e-01,-2.042310237884521484e-01,2.409650385379791260e-01
2.282670438289642334e-01,-2.072860300540924072e-01,2.436310350894927979e-01
2.541870474815368652e-01,-1.731670200824737549e-01,2.398450374603271484e-01
2.430690526962280273e-01,-1.681590080261230469e-01,2.347400486469268799e-01
2.341360151767730713e-01,-1.986390054225921631e-01,2.389470338821411133e-01
2.520970702171325684e-01,-1.876430213451385498e-01,2.361490428447723389e-01
2.487860471010208130e-01,-1.782650202512741089e-01,2.360600233078002930e-01
2.358800470829010010e-01,-2.025560140609741211e-01,2.370190322399139404e-01
2.459960281848907471e-01,-1.722530275583267212e-01,2.345320433378219604e-01
2.383860349655151367e-01,-1.978860199451446533e-01,2.386930286884307861e-01
2.516800761222839355e-01,-1.607870161533355713e-01,2.343060374259948730e-01
2.375280261039733887e-01,-1.965250223875045776e-01,2.360450327396392822e-01
2.387800514698028564e-01,-1.978010237216949463e-01,2.346270382404327393e-01
2.427030503749847412e-01,-1.991450190544128418e-01,2.389170229434967041e-01
2.552050352096557617e-01,-1.659070253372192383e-01,2.370920330286026001e-01
2.449230551719665527e-01,-2.081370204687118530e-01,2.388230264186859131e-01
2.449230551719665527e-01,-2.081370204687118530e-01,2.388230264186859131e-01
2.379610240459442139e-01,-1.894000321626663208e-01,2.374500334262847900e-01
2.379610240459442139e-01,-1.894000321626663208e-01,2.374500334262847900e-01
2.549630403518676758e-01,-1.705850213766098022e-01,2.349420338869094849e-01
2.436050474643707275e-01,-1.743840277194976807e-01,2.362070381641387939e-01
