3.914000034332275391e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.927999973297119141e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.884999990463256836e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.884999990463256836e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.884999990463256836e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.871000051498413086e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.884999990463256836e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.927999973297119141e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.914000034332275391e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.970999956130981445e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.927999973297119141e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.884999990463256836e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.884999990463256836e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.884999990463256836e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.884999990463256836e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.941999912261962891e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.957000017166137695e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.871000051498413086e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.941999912261962891e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.984999895095825195e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.984999895095825195e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.984999895095825195e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.400000095367431641e+00,1.710000038146972656e-01,0.000000000000000000e+00,0.000000000000000000e+00
