time_w1,motor_speed_w1,motor_speed_std_w1,time_w2,motor_speed_w2,motor_speed_std_w2
0.001315104,1214.3331298828125,10.286294980945137,4.0848e-05,1271.169891357422,43.997347891274025
0.052174147,1216.951141357422,17.396736954858383,0.046637742,1261.849853515625,52.96162455458214
0.09982435,1224.805145263672,22.299818037245004,0.106217266,1256.9541931152344,59.795604294802
0.154950558,1224.8051147460938,19.050241949122366,0.145091003,1263.3420715332031,47.26606028911053
0.209782928,1206.1126403808594,7.911893871979593,0.214991514,1254.7288818359375,66.16001968794251
0.249710058,1210.589385986328,14.164223991009704,0.269565364,1249.4928894042969,50.75907287008789
0.300862079,1217.3438415527344,18.503483380173,0.298334458,1257.7395629882812,52.24585915632255
0.349807505,1213.2335510253906,19.66400824683972,0.347550014,1261.4571533203125,50.19425830045759
0.403607652,1212.4743347167969,18.395481902911914,0.401475444,1253.9958190917969,52.87269675240989
0.450029074,1213.2335815429688,17.782879542193474,0.452248848,1253.6031494140625,37.44723727142068
0.502894649,1204.6203308105469,15.27306212731654,0.6201913560000001,1264.0751037597656,40.5333329417152
0.559782793,1216.5845642089844,18.170734608229896,0.621636767,1264.8081970214844,42.18137669085509
0.6020185,1218.8099060058594,33.80216252599058,0.6228385350000001,1267.7926635742188,27.71781802740846
0.650122594,1216.951171875,58.18499785467703,0.773170777,1277.1651306152344,49.65025040593146
0.7068388480000001,1217.6841430664062,43.593467664787084,0.7745911400000001,1266.3265686035156,34.685779495934376
0.764353508,1214.725830078125,19.607305134618475,0.779383359,1265.5673828125,45.33075663628999
0.804971117,1210.6155700683594,3.7205274619288953,0.9079097,1274.1544189453125,37.66937902871039
0.856364242,1225.1454467773438,21.328928181350644,0.908240742,1265.5411987304688,39.51351232908002
0.907385883,1212.840850830078,6.010864279116733,0.908899547,1276.0655517578125,20.81485135972761
0.998916843,1217.317626953125,15.385191378453824,1.007417376,1276.4320678710938,43.6376464567309
1.005201267,1215.4588623046875,8.981323886343764,1.015044473,1278.2908325195312,48.39050047655654
1.05491275,1218.443359375,27.51938762072301,1.131362153,1284.626434326172,51.11147561266672
1.104661097,1219.202606201172,20.09827212369197,1.132504868,1290.255126953125,52.83401746037755
1.162929944,1245.01611328125,23.333665049893536,1.15579966,1280.9088439941406,50.21829996387868
1.215746273,1236.7693786621094,23.84334159787775,1.211468158,1288.003662109375,49.299764607206185
1.272485621,1227.4231262207031,23.267743308582432,1.367073323,1287.6371459960938,55.59731940612541
1.306833669,1237.1882934570312,23.23016974439702,1.368291857,1265.9600830078125,67.83990279502801
1.35385826,1239.0208435058594,31.14292484285125,1.369355301,1285.7783203125,57.7795810781448
1.407242583,1246.482177734375,30.96751610778714,1.416870194,1296.6168518066406,53.96528055007878
1.4560626920000002,1249.4667053222656,13.300201146356304,1.569116511,1285.778350830078,71.00747244500785
1.503528964,1241.9792175292969,24.95148326961277,1.570078286,1296.6168518066406,61.539741407967554
1.556310709,1251.3516235351562,27.767025447557938,1.5709967850000002,1318.2938842773438,55.769267180683926
1.604054273,1250.2258911132812,40.40775417256592,1.605368988,1306.7223205566406,54.04793350921899
1.659415422,1250.958953857422,27.31609016635096,1.772735886,1306.6961364746094,71.68309334333874
1.706460687,1249.8332214355469,28.17210738989842,1.7731190790000002,1320.9118957519531,62.11266588725715
1.754731788,1262.9755859375,45.62932835135404,1.773405208,1327.640167236328,81.23693343381198
1.815137739,1258.0537109375,34.51983247066301,1.806605686,1317.1681518554688,80.18404944151413
1.85645602,1267.4261779785156,21.177145560635203,1.971959199,1326.8809204101562,82.3190456045855
1.907564494,1260.3313903808594,23.88137527117844,1.972862231,1318.3462829589844,84.22292986891117
1.986574589,1264.415496826172,20.23026749542929,1.973980275,1326.8809204101562,82.18736846828543
2.017413521,1259.964874267578,18.459132246373297,2.006257718,1322.4041442871094,72.28870129875729
2.069695895,1268.9446105957031,20.104407019413237,2.186684152,1319.4196166992188,83.44558127538726
2.120258191,1257.713409423828,29.16554414108068,2.187914184,1320.9381103515625,94.4162186992724
2.16833615,1259.1794738769531,17.53713673411469,2.18890777,1323.9225769042969,87.81255293516072
2.207046977,1263.6824035644531,27.17581737381776,2.206899132,1329.5251159667969,88.44939299064417
2.26236745,1276.7986145019531,46.5130038427383,2.329799563,1322.0638427734375,76.14309798338768
2.311697744,1268.2115783691406,30.916390694702947,2.331278469,1327.640167236328,72.02655460044808
