time_w1,position_w1,time_w2,position_w2
3.74538032,7.381487178235634,3.743882842,6.68498255603607
3.766247011,7.098731966626132,3.78282342,6.395342090547128
3.802661043,6.813774974988951,3.807813504,6.104984938450029
3.834578433,6.527924145248177,3.844760106,5.81311427618705
3.866126127,6.240425822705635,3.877007955,5.519808128768664
3.903138709,5.951021996640152,3.910750529,5.224694047758206
3.940539047,5.660663362543727,3.945118305,4.928294240226477
3.998980257,5.368856259606829,3.977632549,4.630564903785749
4.004771156,5.075860168024183,4.02029652,4.33154573069957
4.049843858,4.78117496525114,4.039460899,4.031462927055409
4.066871883,4.484954318541945,4.072866679,3.728727763555318
4.10528857,4.186959534106288,4.113674017,3.4264454830195272
4.133593167,3.8874657963003374,4.14260972,3.1224636275670288
4.192265876,3.5876105867438355,4.176468628,2.8188199621463257
4.240077803,3.286613924771201,4.211697778,2.5145552017573065
4.240212227,2.9844559505253647,4.248325502,2.2096717304598275
4.2931641,2.6813031935894243,4.272501344,1.9045796739526488
4.311678846,2.377554561356137,4.326889797,1.5984001390207472
4.339850902,2.073171165053283,4.350580453,1.291484298097232
4.372776918,1.7676876025085917,4.376877386,0.9839459201618478
4.40706456,1.4615524634841528,4.4121937110000005,0.676114400749225
4.434330177,1.1539727969076683,4.443393981,0.3682914619330443
4.471300316,0.8476458055689978,4.47682422,0.0301315300993753
4.523424025,0.5416711063170543,4.513210675,-0.2794330015385773
4.554844321,0.2337561581440589,4.544611359,-0.5871905515897349
4.587216667,-0.0737182426083814,4.577311223,-0.8943379813869312
4.631110319,-0.3811918045123205,4.61074646,-1.2004810410704378
4.656509445,-0.6895184643582812,4.656029423,-1.506388802189892
4.668429979,-0.9969447727675858,4.676786109,-1.810869277175386
4.732140655,-1.3028291653954298,4.714099061,-2.113545769480173
4.741977181,-1.639910436643625,4.748955119,-2.4143511625738068
4.777987306,-1.9466241104892368,4.784580183,-2.7146755573043664
4.8043114760000005,-2.2515526963343104,4.808671352,-3.013853672929202
4.853220407,-2.5558725976219345,4.854753731,-3.313179690239341
4.876279833,-2.86042832169954,4.885735218,-3.6129410104436745
4.903063226,-3.162858867956453,4.925277143,-3.9132459634908936
4.941492807,-3.464822906212666,4.949975355,-4.214132274664378
4.992248558,-3.765362394860916,4.980187756,-4.513932921825446
5.009065172,-4.065649400397824,5.017636066,-4.814953106947845
5.042905935,-4.364188262833497,5.054547927,-5.110731988575474
5.07888951,-4.662130917874316,5.077528696,-5.404800081806449
5.125890283,-4.957959818675403,5.115427374,-5.696223259341698
5.136707367,-5.253397701476892,5.144106345,-5.98476558408632
5.171614814,-5.5480082653087655,5.179045045,-6.27081429391365
5.650154213,-9.59432624853441,5.211467505,-6.556572004376385
5.681256602,-9.877050348612311,5.256068204,-6.83778598379225
5.709603231,-10.157007368689976,5.280644564,-7.121569571360574
5.779294398,-10.436635063151732,5.312819525,-7.403039214087042
5.779625326,-10.742865617018849,5.351030165,-7.685976402490544
5.815467615,-11.01770173967912,5.382170168,-7.994446359456973
5.858997045,-11.289919034749335,5.422588943,-8.27329983053392
5.897815545,-11.557200463078273,5.44906707,-8.549709860660851
5.915639346,-11.82262285780127,5.482327382,-8.823339831302889
5.95510397,-12.082510317099077,5.514364604,-9.09429653288622
5.981664183,-12.33972027556547,5.553284344,-9.365204743755744
6.017725894,-12.589777874821555,5.581531362,-9.633052550370786
6.048275712,-12.833102712393138,5.616138611,-9.89802495887303
6.078288803,-13.068765819531889,5.647558943,-10.15993869422584
6.109580991,-13.298596947227797,5.687842826,-10.419239845995175
6.143509212,-13.522856715249622,5.723004905,-10.675063843080611
6.204625925,-13.74188897274006,5.750907926,-10.92675442116314
6.220375743,-13.9556490381696,5.806241921,-11.175752955481284
6.246645655,-14.164456300296992,5.818690173,-11.421572990075628
6.292478879,-14.36786250826215,5.853112685,-11.663968521350387
6.321894402,-14.566712898465264,5.883114673,-11.904831828903909
6.351080699,-14.759759152594611,5.91803244,-12.143631762987065
6.406350614,-14.947361691503511,5.9543330260000005,-12.379864640809044
6.42017629,-15.129542631513091,5.982575843,-12.612948466420274
6.480310337,-15.306987064009904,6.020125487,-12.841867316241249
6.480611058,-15.479491182648015,6.058078357,-13.067972076444976
6.512265507,-15.648171235353416,6.125850163,-13.334325377505836
6.548547785,-15.812565548657972,6.135066145,-13.552437180982892
6.576362679,-15.973200287637768,6.162871224,-13.76760245618582
6.610721986,-16.129597595035328,6.193041911,-13.979783244395067
6.649038957,-16.282309688502018,6.239880019,-14.18868197440598
6.678291435,-16.430289061555367,6.254721111,-14.393713668532683
6.717426109,-16.574646427790015,6.286770385,-14.594522179179108
6.744919237,-16.71503424678284,6.31945452,-14.79064528834146
6.779351693,-16.851693101985134,6.355972071,-14.98193565613738
6.81654202,-16.983823294874032,6.392217549,-15.167704330207664
6.844592957,-17.11192755290265,6.421328087,-15.348656729389516
6.92191022,-17.235600672177842,6.45447354,-15.525901814241298
6.921983271,-17.355453569016227,6.486233261,-15.69951483626392
6.945089637,-17.470861140694023,6.519137261,-15.869090328540386
6.995870612,-17.58244898364607,6.557176701,-16.03435394867804
7.03593361,-17.690004324886242,6.596617356,-16.194759670521016
7.048041385,-17.794319311757707,6.624254763,-16.350644974158083
7.087865129,-17.895099999807346,6.65457248,-16.501752206727815
7.113320977,-17.992781976195026,6.69308694,-16.648610907022896
7.162665895,-18.087354302986057,6.720968514,-16.7913578001026
7.203014917,-18.17925262832301,6.762677191,-16.930525255713945
7.217912614,-18.2766768723471,6.792638853,-17.066077400943037
7.275083468,-18.36196409548221,6.821259691,-17.197759974470102
7.284559047,-18.4439171919831,6.854556358,-17.325192459652296
7.321041854,-18.53042138021825,6.922014699,-17.448843058677202
7.350620952,-18.60563555421201,6.922247076,-17.568387858898493
7.393192532,-18.68432108244668,6.96656002,-17.68428481428307
7.422191901,-18.752119772763184,6.989067761,-17.796375008346967
7.452570195,-18.81660169895009,7.02217026,-17.904656071423634
7.519396279,-18.878083438809,7.059335603,-18.00918732600089
7.523303563,-18.936820814222514,7.088678279,-18.11013442942376
7.571784818,-18.99170943417271,7.124919576,-18.207711017165323
7.612592099,-19.0439449749627,7.162740866,-18.301921324325157
7.634917137,-19.09369814364513,7.189219492,-18.39263769089653
7.656596356,-19.140689312643588,7.245095306,-18.47981145071071
7.692151116,-19.18469171960143,7.257669948,-18.563035382436443
7.728755287,-19.22555024306129,7.289465903,-18.64215183492503
7.767043712,-19.26344440160684,7.332828933,-18.71758291279888
7.789312032,-19.298232291479746,7.35810179,-18.78915197992365
7.825877702,-19.32976370912069,7.393991148,-18.856439094305024
7.868575275,-19.358745331395497,7.419628129,-18.92018869601262
7.890450353,-19.387313270770683,7.455557748,-18.97997005994071
7.950168308,-19.41116444968174,7.48843678,-19.036265679712127
7.981183187,-19.433015682686477,7.527180732,-19.08944078649684
8.029722815,-19.45197868794582,7.562090296,-19.13928876884834
8.03011853,-19.469258677477075,7.588559588,-19.186132779225343
8.059239982,-19.484539194854857,7.622172921,-19.23015566014276
8.091031812,-19.497913421223995,7.653832936,-19.27120193483791
8.1261781,-19.50947082218486,7.685272735,-19.309482109235237
8.164142414,-19.51955726717397,7.72699928,-19.34511580497003
8.220131655,-19.52783042044664,7.760014151,-19.377964312057795
8.22965852,-19.53470560176392,7.791000613,-19.408161571500223
8.285471683,-19.53998055310469,7.829608123,-19.43573825462566
8.294724536,-19.54400607820568,7.861991981,-19.460768968701466
8.32552822,-19.54662813390397,7.892736204,-19.483046712623494
8.356287307,-19.54822277917344,7.922215279,-19.502825512716896
8.389574372,-19.54851088988965,7.970374573,-19.521439534366884
8.447147214,-19.548152259354666,7.995758228,-19.535832929835596
8.461061215,-19.547296823016232,8.025261596,-19.547952578218272
8.494629281,-19.545951339776284,8.060082022,-19.55780416769759
8.558926954,-19.543969598670834,8.093924142,-19.565550976404023
8.586387359,-19.541553573804155,8.126302054,-19.57159171455633
8.63669469,-19.538923357434445,8.157065047,-19.57590453483182
8.636905036,-19.536355909141133,8.190849733,-19.578702165760077
8.663041488,-19.533780774593005,8.242819971,-19.58026509159356
8.741549159,-19.53111837333896,8.257236021,-19.5807164039042
8.742061776,-19.52870883643775,8.291003794,-19.58013952874144
8.802731718,-19.52612790701184,8.327178114,-19.57913658478581
8.803019035,-19.523663518056637,8.360647143,-19.577606319608243
8.863033535,-19.521133214556592,8.392184773,-19.57589235348662
8.871610732,-19.51877458253362,8.430092079,-19.57400414864115
8.895759635000001,-19.51649030451872,8.458701024,-19.57193177301732
8.93278763,-19.51433958392851,8.495673483000001,-19.569923799425943
