time_w1,alpha_w1,time_w2,alpha_w2
0.001671614,91.48046708226587,0.000669632,89.05247623302967
0.034574481,91.40107477136034,0.046560721,88.79881475693541
0.066823903,91.33405515414552,0.063251677,88.43689801469388
0.104113351,91.27064968903328,0.10630369,88.02722453366515
0.133079282,91.25892846861164,0.134302524,87.64032764130289
0.193907068,91.20638915450414,0.160953019,87.2635826148027
0.238025844,91.18160228120917,0.21523987,86.8535808534332
0.238105878,91.17757896715833,0.266505073,86.62802355569333
0.26648829,91.15717205445382,0.273851015,86.47771945417308
0.300359983,91.08492227255232,0.298276396,86.47916861518223
0.337493884,91.06347656534426,0.328323634,86.59878065139046
0.369208373,91.07228310746376,0.364504429,86.78234479624254
0.407235726,91.08716371972872,0.402248933,86.9488839064361
0.432098425,91.0989301654287,0.447804268,86.93384743167647
0.465768791,91.12059197722358,0.470449689,86.81873873573088
0.503065019,91.12856714416648,0.6232025880000001,86.60809365026043
0.5515643960000001,91.1418768241079,0.6234615680000001,86.26010535889834
0.56878227,91.14270142620698,0.6237423480000001,85.71591923676515
0.6052684700000001,91.07247503451951,0.623880907,85.0869576792114
0.638587527,90.80728654098436,0.752694501,84.43979297485474
0.70325974,90.22257198316836,0.7529856930000001,83.71473491950731
0.70343449,89.30640783431522,0.7532424120000001,82.80657474236799
0.7403913280000001,88.24107642346694,0.78190347,81.90662813463587
0.7765530890000001,87.0084086908179,0.904890853,80.95787411703907
0.807522849,85.91176149745328,0.905056211,79.90499034471667
0.84337717,84.82750813814384,0.905271181,78.89831908151088
0.8711440140000001,83.78542212547738,0.905442002,77.91070617570985
0.901878718,82.67126623423434,0.905711169,76.98188583090666
1.003098119,81.80645847774898,1.003273746,76.13929135200874
1.003380631,81.05013841855674,1.003578209,75.30259270646364
1.006529653,80.30923808342634,1.003753079,74.5364379836502
1.032653557,79.53714074579972,1.137941062,73.80847183386128
1.066615222,78.84256950423259,1.138008873,73.16643799865443
1.101652867,78.14176674275868,1.138054243,72.576271276655
1.136969562,77.36327008112423,1.153876172,71.99432166792118
1.195008404,76.81980703015583,1.164007896,71.32690411306493
1.215514845,76.4556459022203,1.195920542,70.78344429823456
1.236278483,76.07902918003856,1.370550693,70.1307296954704
1.289309284,75.69347247725804,1.370793201,69.59075145538588
1.30241325,75.01315837445239,1.371048884,69.22921855355975
1.33770607,74.53422588160072,1.371397337,68.64452528205662
1.367353884,74.12050841688423,1.371688616,67.94081495231818
1.399658067,73.63872768510694,1.406670717,67.20788283577367
1.437519093,73.19978079778105,1.429334188,66.37354224168782
1.468055558,72.16630580108423,1.565204,65.59940513025279
1.504003193,71.73661452537881,1.565575998,64.83419668749914
1.5362931,71.17886220467773,1.56603871,64.26111155553019
1.571515782,70.66602350796981,1.5663319530000002,63.61081151521877
1.603930176,70.03631774442607,1.596725449,62.94150480182684
1.637923829,69.63269374000673,1.628076101,62.18120291116643
1.671483961,68.74564020622623,1.767737431,61.347198340529246
1.702899345,68.02900831471595,1.767978184,60.41398547755419
1.738227507,67.18026183196591,1.768306696,59.53389110451825
1.812536616,66.53143704447648,1.768606507,58.15217871158424
1.8127386,65.74298875073734,1.800843336,57.35823840468131
1.839899269,64.98543504627659,1.840163543,56.77198719230295
1.870250122,64.12720041916631,1.983672943,56.34597374411535
1.904685372,63.346907960580886,1.983720077,55.7815415227767
1.964879696,62.60311865878802,1.983780484,55.01057310921868
1.987213239,61.7100073981285,1.983838553,54.12401313157458
2.025876997,60.99372306234501,2.000566581,53.31339126716168
2.040658157,60.48844298583107,2.037217406,52.58256162351696
2.101520202,59.90046622676134,2.194105661,51.81276973220608
2.123550523,59.44970250224918,2.194158431,51.14606359630675
2.13866004,58.56498184567928,2.194209951,50.41059495343941
2.197401238,57.972313259474845,2.194265914,49.72285417327648
2.201924079,57.37501813500581,2.206829449,49.06195243112625
2.238662603,56.85600682331238,2.237730483,48.36450715811906
2.268050572,56.31025786179867,2.337087033,47.703652020306
2.302837087,55.56162009105726,2.337127078,46.86323171481665
2.333800183,54.78718776196392,2.341138441,45.84745336019864
2.370133706,53.67630561251934,2.374830538,45.14383508894109
2.399428409,52.92112253985157,2.408152067,44.28194706006386
2.443713511,52.30111603655728,2.438102397,43.4021735154428
2.469711753,51.68142307731442,2.517873424,42.3988748243478
2.516610804,51.28565316512473,2.518154259,41.50258231950824
2.535988963,50.61220241733581,2.669011062,40.60086247270919
2.573483227,50.180480452879856,2.669176159,39.726261893207386
2.604959102,49.62008517729438,2.669314656,38.77139094160727
2.633369744,49.0913950560518,2.66947632,37.58444658450842
2.685487765,48.31336753812329,2.81676638,36.92573495112438
2.720394021,47.79212729149268,2.816943513,36.0707525703702
2.743145469,46.95092459887696,2.817185489,35.473789689651746
2.769489812,46.5208909924401,2.817344993,34.80710425132712
2.808698006,45.95565838359433,2.829790248,34.40690337198074
2.847749908,45.63187222458364,2.848372345,34.06284568453627
2.871257548,45.24665226088303,3.012244872,33.20351103950427
2.9283431440000003,45.22214289083435,3.012324665,32.4442879770209
2.942569727,44.77702681796343,3.012381277,31.81059782391221
2.9767395690000003,44.581092151786216,3.012465397,31.189533875546644
3.023648778,44.08791501416475,3.012516943,31.210744224864044
3.050068792,43.6748229232342,3.042553521,30.29735601686076
3.068291558,43.00885872362599,3.070746977,29.69578756201724
3.104213276,42.50080951733239,3.105152624,29.614132788562628
3.135421509,41.81232636154272,3.140140747,29.33267444066255
3.195709533,41.54153903966282,3.17938046,29.02362034704511
