time_s,motor_avg_rpm,motor1_rpm,motor2_rpm,motor3_rpm,motor4_rpm,pitch_deg,roll_deg,yaw_deg,gps_speed_ms,altitude_rel_m,voltage_V,current_A,power_W
6.123071,12857.142857142859,12942.857142857143,13600.0,12285.714285714286,12600.0,5.582808439979156,-1.856109880625186,0.12904739496503798,1.78,1.85,22.41,33.33076923076923,636.2707993846154
6.143088,12753.571428571428,12871.42857142857,13100.0,12357.142857142857,12685.714285714286,5.7362445542211,-1.830416680697855,0.13420986604325794,1.78,2.1999999999999997,22.12,32.96153846153846,636.1616706153845
6.163105,12889.285714285714,12457.142857142857,13471.42857142857,12800.0,12828.57142857143,5.885648809822858,-1.813957312161644,0.13921826965117126,2.06,2.3699999999999997,22.62,26.73846153846154,635.5240341538462
6.183122,12821.42857142857,12600.0,13357.142857142857,12457.142857142857,12871.42857142857,6.084803009419301,-1.7827162455617431,0.1457481585568651,2.06,2.3699999999999997,22.12,33.56153846153846,633.4154073846154
6.203138,12892.857142857143,12642.857142857143,13642.857142857143,12457.142857142857,12828.57142857143,6.234988064832524,-1.769373633339717,0.15071877214107735,2.06,2.1999999999999997,22.52,33.738461538461536,631.6156741538462
6.223155,12989.285714285714,12942.857142857143,13071.42857142857,13071.42857142857,12871.42857142857,6.38468800283208,-1.7316456385287098,0.15563661954939806,2.06,2.3699999999999997,23.19,29.892307692307693,631.4682772307692
6.243172,12892.857142857141,12914.285714285714,13028.57142857143,12914.285714285714,12714.285714285714,6.580609722413009,-1.7179493219458195,0.1618886382371611,2.06,2.2899999999999996,22.66,41.253846153846155,630.6671478461539
6.263189,12914.285714285716,13142.857142857143,13142.857142857143,12500.0,12871.42857142857,6.770158456393454,-1.6966937619342382,0.16789289865635737,2.18,2.2899999999999996,22.47,27.053846153846155,628.7506961538461
6.283205,13025.0,13314.285714285714,13185.714285714286,12685.714285714286,12914.285714285714,6.931584198815654,-1.653711960698685,0.17299754540586393,2.18,2.2899999999999996,21.89,44.13846153846154,627.0500927692308
6.303222,13017.857142857143,13228.57142857143,12942.857142857143,12757.142857142857,13142.857142857143,7.095121020137352,-1.6322136154078284,0.1781190311997659,2.18,2.5500000000000003,22.12,31.815384615384616,626.6808069230768
6.323239,13060.714285714286,13100.0,13071.42857142857,12800.0,13271.42857142857,7.286173659177201,-1.611619942729976,0.18400162841553963,2.18,2.2899999999999996,22.21,31.861538461538462,626.1305009230769
6.343255,12971.428571428572,13185.714285714286,12985.714285714286,12242.857142857143,13471.42857142857,7.466578109473793,-1.5743887206251432,0.1894906082798993,2.18,2.2899999999999996,22.85,29.20769230769231,626.2763946153847
6.363272,13017.857142857141,13142.857142857143,13271.42857142857,12142.857142857143,13514.285714285714,7.624057423663855,-1.547629577355494,0.19428693649736664,2.5,2.4599999999999995,22.04,31.315384615384616,626.3000469230768
6.383289,13117.857142857141,13400.0,12757.142857142857,12800.0,13514.285714285714,7.8030733575566735,-1.5126093273623828,0.199624080907797,2.5,2.4599999999999995,21.79,32.323076923076925,625.4726852307692
6.403306,13060.714285714286,13428.57142857143,12500.0,12800.0,13514.285714285714,7.990797098950165,-1.487620844817841,0.20511494106023415,2.5,2.3699999999999997,21.56,34.2,624.690096
6.423323,12921.42857142857,13400.0,12500.0,12357.142857142857,13428.57142857143,8.161234789688526,-1.4616080819811983,0.21008081907648302,2.5,2.4599999999999995,22.31,32.6,623.7988887692308
6.443339,12907.142857142859,13514.285714285714,12685.714285714286,12242.857142857143,13185.714285714286,8.347574836983702,-1.4333485568040367,0.2154006492088277,2.5,2.4599999999999995,21.95,29.623076923076923,623.2294955384615
6.463356,12857.142857142857,13685.714285714286,12642.857142857143,12071.42857142857,13028.57142857143,8.502360092444585,-1.4008120159574107,0.21988545249962876,2.56,2.4599999999999995,22.36,33.56153846153846,624.6718393846154
6.483373,12789.285714285714,13471.42857142857,12171.42857142857,12642.857142857143,12871.42857142857,8.656990745979368,-1.3846981765356798,0.22431936368151736,2.56,2.4599999999999995,22.26,25.546153846153846,627.1900276923077
6.503389,12746.428571428572,13228.57142857143,12314.285714285714,12571.42857142857,12871.42857142857,8.878478582463522,-1.359187937367126,0.23032600305295514,2.56,2.9899999999999998,22.59,25.684615384615384,627.2749884615384
6.523406,12664.285714285714,13071.42857142857,12385.714285714286,12100.0,13100.0,9.076400417923322,-1.3415359283036732,0.23568739790366092,2.56,2.64,22.23,27.607692307692307,627.2171116923076
6.543423,12585.714285714284,13100.0,12714.285714285714,11771.42857142857,12757.142857142857,9.229401565829427,-1.3084865192036628,0.23994287030833947,2.56,2.5500000000000003,22.1,32.184615384615384,626.7075584615385
6.563439,12535.714285714286,13071.42857142857,12314.285714285714,12071.42857142857,12685.714285714286,9.472284367322773,-1.265036395408882,0.24617976543750744,2.7,2.64,22.89,31.592307692307692,625.8867467692307
6.583456,12442.857142857141,12714.285714285714,12142.857142857143,12314.285714285714,12600.0,9.65477204325877,-1.2504579683992765,0.25099574520693024,2.7,2.64,22.15,23.853846153846153,626.8223633846154
6.603473,12278.57142857143,12457.142857142857,12285.714285714286,11942.857142857143,12428.57142857143,9.883170823511284,-1.2273084992259304,0.25675873776306957,2.7,2.64,22.41,27.838461538461537,627.7156246153846
6.62349,12164.285714285714,12457.142857142857,12285.714285714286,11457.142857142857,12457.142857142857,10.092052103483104,-1.2036971523147604,0.26199211392860444,2.7,2.4599999999999995,22.07,24.26153846153846,628.1554906153847
6.643506,12185.714285714286,12528.57142857143,12428.57142857143,11400.0,12385.714285714286,10.276159625109484,-1.1725165922300567,0.26666357861587253,2.7,2.64,21.89,27.515384615384615,628.9525176923078
6.663523,12014.285714285716,12242.857142857143,12000.0,11642.857142857143,12171.42857142857,10.448682597767133,-1.1255989433024456,0.2710382643459411,3.02,2.4599999999999995,22.47,22.892307692307693,629.5317669230769
6.68354,11882.142857142857,12100.0,11557.142857142857,11771.42857142857,12100.0,10.673378821475504,-1.1118959248259177,0.2763843968701694,3.02,2.4599999999999995,22.92,17.66923076923077,627.5028681538462
6.703557,11685.714285714286,12000.0,11485.714285714286,11485.714285714286,11771.42857142857,10.917119747052913,-1.0983488403444457,0.2820579305251273,3.02,2.64,23.21,26.73846153846154,626.2991323076923
6.723573,11460.714285714286,11614.285714285714,11485.714285714286,10871.42857142857,11871.42857142857,11.119031228545499,-1.0712170447872824,0.28679939398347726,3.02,2.82,22.15,17.9,626.2871212307693
6.74359,11214.285714285714,11585.714285714286,11042.857142857143,10828.57142857143,11400.0,11.280034856595611,-1.04731104035567,0.29075125894319015,3.02,2.9899999999999998,22.85,22.29230769230769,626.2251784615385
6.763607,11089.285714285714,11457.142857142857,10957.142857142857,10928.57142857143,11014.285714285714,11.50846926168509,-1.0145955038409724,0.295920707066704,2.96,3.1699999999999995,22.86,18.907692307692308,626.9204116923077
6.783623,10700.0,11100.0,10300.0,10771.42857142857,10628.57142857143,11.736947787373863,-1.0033635268732684,0.30100491478079017,2.96,3.1699999999999995,22.1,21.56153846153846,626.9486098461538
6.80364,10478.571428571428,10714.285714285714,10185.714285714286,10357.142857142857,10657.142857142857,12.030088156232049,-0.9837189500177624,0.3071432484341193,2.96,2.9,23.09,21.976923076923075,625.9182432307693
6.823657,10267.857142857141,10614.285714285714,10371.42857142857,9585.714285714286,10500.0,12.280860281513085,-0.9572775825141758,0.3123982251347624,2.96,2.9899999999999998,22.8,19.23076923076923,623.3282201538462
6.843674,10314.285714285714,10628.57142857143,10457.142857142857,9871.42857142857,10300.0,12.481421958420786,-0.8885881155228308,0.316731719725788,2.96,2.9899999999999998,21.86,31.361538461538462,622.3779629230769
6.86369,10267.857142857143,10500.0,9942.857142857143,10271.42857142857,10357.142857142857,12.71669421837068,-0.8336809033518361,0.3215146351312639,3.37,3.2600000000000002,22.55,18.815384615384616,622.8306690769231
6.883707,10264.285714285714,10371.42857142857,10114.285714285714,10300.0,10271.42857142857,13.003704849645887,-0.8073229227043451,0.3269008306257882,3.37,3.2600000000000002,23.12,28.338461538461537,621.9459384615384
6.903724,10092.857142857141,10114.285714285714,10042.857142857143,9914.285714285714,10300.0,13.292032253238533,-0.7798150209789556,0.33209851245202116,3.37,2.9899999999999998,22.69,17.66923076923077,622.2683924615385
6.923741,10114.285714285714,10328.57142857143,10500.0,9442.857142857143,10185.714285714286,13.536508901590196,-0.7262012591298875,0.3365267329555032,3.37,3.3399999999999994,21.93,24.123076923076923,622.1286381538462
6.943757,10196.428571428572,10328.57142857143,10557.142857142857,9785.714285714286,10114.285714285714,13.735064665284153,-0.6621612990524437,0.3402678184144526,3.37,3.43,22.25,24.4,621.2713370769231
6.963774,10300.0,10328.57142857143,10128.57142857143,10657.142857142857,10085.714285714286,14.038767380836141,-0.6327707400399779,0.345121230036772,3.36,3.43,23.03,27.1,620.4776935384615
6.983791,10192.857142857143,9828.57142857143,10428.57142857143,10657.142857142857,9857.142857142857,14.340281066191483,-0.6789381742295582,0.34997187001474667,3.36,3.43,22.04,23.484615384615385,619.7143344615384
