"Product","Blackbox flight data recorder by Nicholas Sherlock"
832,62276805,0,0,-3,0,0,0,-1,0,0,0,0,1,-2,-10,1000,0,0,-2,0,2493,41,231,0,0,0,0,0,1,32,58,2008,161,173,170,158,145,159,158,149,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.03331757478651608,-0.014695936763252917,6.282985084301384,-1,0,-3,0,0,-2,0,0,0,-2,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
848,62278806,0,-1,-3,0,0,0,-1,-2,0,0,0,1,-2,-10,1000,0,0,-2,0,2493,41,231,0,0,1,0,0,1,41,66,2009,158,181,169,167,145,159,158,149,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.03330786144698748,-0.014807065374983146,6.282950172856035,-1,-3,-3,0,0,-2,0,0,0,-3,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
864,62280808,0,-1,-4,0,0,0,0,-3,0,0,0,1,-2,-10,1000,0,0,-2,0,2493,41,231,0,0,1,0,1,1,48,75,2008,158,186,171,173,145,159,159,149,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.033383670837361136,-0.014980310076854207,6.282915268269299,0,-4,-4,0,0,-2,0,0,0,-3,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
880,62282810,0,-2,-3,0,0,0,0,-3,0,0,0,1,-2,-10,1000,0,0,-2,0,2493,41,231,0,1,1,0,1,0,50,84,2010,158,186,171,175,145,159,159,149,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.033539551317955094,-0.015131353547514987,6.2828792149971555,0,-5,-3,0,0,-2,0,0,-1,-3,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
896,62284811,0,-2,-3,0,0,0,1,-1,0,0,0,1,-1,-8,1000,0,0,-2,0,2493,0,231,0,1,0,0,0,0,47,94,2012,158,179,172,174,145,160,159,149,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.03378099774863274,-0.015247732294077375,6.282878096195414,1,-3,-3,0,0,-2,0,0,-1,-2,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
912,62286813,0,-1,-1,0,0,0,1,1,0,0,0,1,-1,-8,1000,0,0,-1,0,2493,0,231,0,0,0,-1,0,-1,41,102,2016,158,162,167,160,145,160,159,149,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.0340846248861371,-0.01533940384473933,6.282878162621617,1,0,-1,0,0,-1,0,0,0,-1,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
928,62288814,1,0,-1,0,0,0,1,3,0,0,0,1,-2,-11,1000,0,0,-1,0,2493,0,231,0,0,-1,0,-1,-1,32,105,2020,165,158,175,159,145,160,159,150,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.03440370249502364,-0.015346836047915362,6.282913140229964,2,3,-1,0,0,-1,0,0,0,0,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
944,62290816,0,1,-1,0,0,0,0,3,0,0,-1,1,-2,-11,1000,0,0,-2,0,2493,0,231,0,-1,-1,0,-1,-1,26,101,2020,168,165,180,158,145,161,158,151,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.03467741198124218,-0.015336225938988245,6.2829493364284685,0,4,-2,0,0,-2,0,0,1,-1,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
960,62292818,1,1,-1,0,0,0,0,3,0,0,-2,1,-2,-10,1000,0,0,-2,0,2493,0,231,0,-1,-1,0,-1,-1,23,94,2019,165,166,180,158,146,160,159,151,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.03488261841035299,-0.015301008344681543,6.282985531486895,1,4,-3,0,0,-2,0,0,1,-1,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
976,62294819,1,1,-2,0,0,0,1,2,0,0,0,1,-2,-10,1000,0,0,-2,0,2493,0,231,0,-1,-1,0,-1,0,26,82,2017,160,160,174,158,146,160,159,150,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.03498084399769726,-0.01529297857528891,6.283021687913669,2,3,-2,0,0,-2,0,0,1,-1,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
992,62296821,0,0,-2,0,0,0,0,0,0,0,0,1,-2,-11,1000,0,0,-2,0,2493,0,231,0,-1,0,0,-1,0,32,69,2016,158,166,166,159,146,160,159,150,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.03496802037453047,-0.015336836278491693,6.283022905506424,0,0,-2,0,0,-2,0,0,1,-2,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
1008,62298822,0,0,-2,0,0,0,-1,-2,0,0,0,1,-2,-11,1000,0,0,-2,0,2493,0,231,0,0,0,0,0,0,36,55,2015,158,177,165,165,146,160,159,150,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.034841604002380816,-0.01537833887149736,6.283022860492948,-1,-2,-2,0,0,-2,0,0,0,-2,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
1024,62300824,0,-1,-3,0,0,0,-1,-3,0,0,0,1,0,-10,1000,0,0,-2,0,2493,0,231,0,0,0,0,1,0,37,43,2013,158,184,162,167,146,159,159,149,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.03462312729066861,-0.015426908055720372,6.283022782761355,-1,-4,-3,0,0,-2,0,0,0,-2,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
1040,62302826,0,-1,-3,0,0,0,-1,-3,0,0,0,1,0,-10,1000,0,0,-2,0,2493,0,267,0,1,1,0,1,1,39,36,2010,158,186,165,169,147,160,159,149,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.03435604741081903,-0.01545709001605288,6.2829865625123515,-1,-4,-3,0,0,-2,0,0,-1,-3,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
1056,62304827,0,-1,-3,0,0,0,0,-2,0,0,0,1,-2,-11,1000,0,0,-2,0,2485,35,267,0,1,1,0,0,0,35,36,2010,158,181,170,168,147,160,160,150,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.03409691812400818,-0.01545462819433757,6.282950380664361,0,-3,-3,0,0,-2,0,0,-1,-3,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
1072,62306829,0,-1,-3,0,0,0,0,0,0,-1,0,1,-2,-11,1000,0,0,-2,0,2485,35,267,0,0,1,0,0,0,28,40,2009,158,179,172,168,146,160,160,150,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.0338765000331909,-0.015432253544171779,6.282915391894501,0,-2,-3,0,0,-2,0,0,0,-3,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
1088,62308830,0,0,-3,0,0,0,0,2,0,-2,0,1,-2,-11,1000,0,0,-2,0,2485,35,267,0,0,0,0,-1,0,26,41,2006,158,170,171,160,146,161,159,150,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.03367135344863685,-0.015394505033937836,6.282915332803043,0,0,-3,0,0,-2,0,0,0,-2,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
1104,62310832,0,0,-3,0,0,0,0,3,0,-1,0,1,-2,-11,1000,0,0,-2,0,2485,35,267,0,0,0,0,-1,0,20,56,2006,163,167,174,158,146,161,159,151,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.03358456440007985,-0.015312751582139548,6.282915308074666,0,2,-3,0,0,-2,0,0,0,-2,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
1120,62312834,0,1,-2,0,0,0,0,3,0,-1,0,1,-2,-10,1000,0,0,-2,0,2485,35,267,0,-1,0,0,-1,-1,16,69,2011,165,164,174,158,146,161,159,151,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.033595211088833864,-0.015237466024170728,6.282916485370767,0,3,-2,0,0,-2,0,0,1,-2,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
1136,62314835,0,1,-1,0,0,0,0,1,0,0,0,1,-2,-10,1000,0,0,-2,0,2485,35,267,0,-1,-1,0,-1,-1,14,78,2016,161,160,169,158,147,161,160,151,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.033670601161850736,-0.015148352831392877,6.282952594142947,0,2,-1,0,0,-2,0,0,1,-1,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
1152,62316837,1,0,-1,0,0,0,0,0,0,0,0,1,-1,-11,1000,0,0,-2,0,2485,35,267,0,0,-1,0,0,-1,12,84,2024,158,162,166,161,147,161,160,151,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.033785217896941666,-0.015012409666584951,6.282987560873447,1,0,-1,0,0,-2,0,0,0,-1,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
1168,62318838,0,0,-1,0,0,0,0,-2,0,0,0,1,-1,-11,1000,0,0,-2,0,2485,35,267,0,0,-1,0,0,-1,5,85,2030,158,170,166,168,146,161,160,151,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.033902386969091786,-0.014829668580473446,6.28302251076591,0,-2,-1,0,0,-2,0,0,0,-1,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
1184,62320840,0,-1,-2,0,0,0,0,-3,0,0,0,1,-1,-10,1000,0,0,-2,0,2485,35,267,0,0,0,0,0,0,2,82,2034,158,178,166,170,147,160,160,151,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.03399385307849416,-0.014631504925443472,6.283022543710628,0,-4,-2,0,0,-2,0,0,0,-2,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
1200,62322842,0,-1,-2,0,0,0,0,-3,0,0,0,1,-1,-10,1000,0,0,-2,0,2485,35,267,0,1,0,0,1,0,-1,80,2031,158,182,169,175,147,160,160,151,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.03406969764415845,-0.014383668755286693,6.283021380802752,0,-4,-2,0,0,-2,0,0,-1,-2,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
1216,62324843,0,-1,-3,0,0,0,0,-1,0,0,0,1,-1,-11,1000,0,0,-2,0,2489,35,267,0,0,0,1,0,1,-1,71,2024,158,176,167,164,147,160,159,150,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.034083517933329685,-0.014177048431522218,6.283021385700996,0,-2,-3,0,0,-2,0,0,0,-2,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
1232,62326845,0,-1,-3,0,0,0,-1,0,0,0,0,1,-1,-11,1000,0,0,-2,0,2489,35,231,0,0,0,1,0,0,3,63,2017,159,172,168,158,147,160,160,151,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.03404442241730622,-0.01400354468700373,6.283021373574046,-1,-1,-3,0,0,-2,0,0,0,-2,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
1248,62328846,0,0,-3,0,0,0,-1,2,0,0,0,1,-1,-11,1000,0,0,-2,0,2489,35,231,0,0,1,0,0,1,10,55,2009,170,176,178,158,147,161,159,152,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.03395412172290923,-0.013883244330483976,6.282986437814653,-1,2,-3,0,0,-2,0,0,0,-3,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
1264,62330848,0,1,-3,0,0,0,0,2,0,0,0,1,-1,-11,1000,0,0,-2,0,2489,35,231,0,-1,1,-1,-1,1,23,49,2002,169,171,182,158,147,161,160,151,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.033827969981397296,-0.013887091399752624,6.282952654548338,0,3,-3,0,0,-2,0,0,1,-3,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
1280,62332850,0,1,-3,0,0,0,1,2,0,0,0,1,-2,-11,1000,0,0,-2,0,2489,35,231,0,-1,1,0,-1,1,35,51,2001,164,169,180,158,147,161,160,151,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.033718208459376335,-0.013969831707698594,6.28291886837104,1,3,-3,0,0,-2,0,0,1,-3,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
1296,62334851,0,0,-3,0,0,0,1,0,0,0,0,1,-2,-11,1000,0,0,-2,0,2489,35,231,0,0,0,0,0,0,43,58,2003,158,171,174,163,147,162,160,151,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.033656385334001775,-0.01406687194231971,6.282918843689814,1,0,-3,0,0,-2,0,0,0,-2,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
1312,62336853,0,-1,-3,0,0,0,0,-1,0,0,0,1,-2,-11,1000,0,0,-2,0,2489,35,231,0,0,0,0,0,0,43,69,2010,158,176,171,167,148,161,160,151,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.03366485570281235,-0.014160916989981275,6.282918846679208,0,-2,-3,0,0,-2,0,0,0,-2,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
1328,62338854,0,-1,-2,0,0,0,0,-2,0,0,0,1,-2,-11,1000,0,0,-2,0,2489,35,231,0,1,0,0,0,0,44,83,2021,158,179,168,172,148,161,160,151,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.03375925903032267,-0.014223556051560239,6.2829177045719025,0,-3,-2,0,0,-2,0,0,-1,-2,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
1344,62340856,0,-1,-2,0,0,0,0,-2,0,0,0,1,-1,-10,1000,0,0,-2,0,2489,35,231,0,1,0,-1,1,0,43,91,2030,158,177,166,171,148,161,160,151,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.033899531231264136,-0.014277230645708702,6.282916570163117,0,-3,-2,0,0,-2,0,0,-1,-2,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
1360,62342858,1,-1,-1,0,0,0,0,0,0,0,0,1,-1,-10,1000,0,0,-2,0,2489,35,231,0,0,-1,0,0,0,39,96,2037,158,165,167,163,148,162,161,151,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.03406645481181685,-0.014337200150259655,6.282951548624942,1,-1,-1,0,0,-2,0,0,0,-1,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
1376,62344859,0,0,-1,0,0,0,0,1,0,0,0,1,-2,-11,1000,0,0,-2,0,2489,0,231,0,0,-1,0,0,0,37,97,2039,160,161,168,158,148,162,160,151,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.03423519138577473,-0.014383339116522764,6.282986509931634,0,1,-1,0,0,-2,0,0,0,-1,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
1392,62346861,1,0,-2,0,0,0,0,2,0,0,0,1,-2,-11,1000,0,0,-2,0,2489,0,231,0,-1,-1,0,-1,-1,35,91,2039,164,162,173,158,148,161,160,152,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.034363762884671974,-0.014450797679431507,6.283022676102353,1,2,-2,0,0,-2,0,0,1,-1,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
1408,62348862,0,1,-2,0,0,0,0,2,0,0,0,1,-2,-10,1000,0,0,-2,0,2489,0,231,0,-1,0,0,-1,0,36,81,2034,165,165,172,158,148,161,160,152,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.0344300842426897,-0.014524691233034934,6.283023901890507,0,3,-2,0,0,-2,0,0,1,-2,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
1424,62350864,0,1,-2,0,0,0,0,1,0,0,0,1,-2,-10,1000,0,0,-2,0,2489,0,231,0,-1,0,0,0,1,43,67,2026,164,169,171,158,148,161,161,152,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.03441361573384751,-0.014639520513413194,6.2830250976301585,0,2,-2,0,0,-2,0,0,1,-2,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
1440,62352866,0,0,-3,0,0,0,-1,0,0,0,0,1,-2,-11,1000,0,0,-2,0,2489,0,231,0,0,0,0,0,1,52,54,2017,160,173,168,158,148,160,161,151,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.034323084601605804,-0.014771266565780622,6.283025058850096,-1,0,-3,0,0,-2,0,0,0,-2,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
1456,62354867,0,-1,-4,0,0,0,-1,-2,0,0,0,1,-2,-11,1000,0,0,-2,0,2489,0,231,0,0,1,0,0,1,59,47,2011,158,182,169,165,148,161,160,151,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.03419457620290663,-0.014942513216660364,6.2829900965415355,-1,-3,-4,0,0,-2,0,0,0,-3,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
1472,62356869,0,-1,-4,0,0,0,0,-3,0,0,0,1,-2,-11,1000,0,0,-2,0,2489,0,231,0,0,1,0,1,1,65,44,2007,158,188,172,171,148,161,160,151,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.03405235923428843,-0.015144939634337594,6.282955110341859,0,-4,-4,0,0,-2,0,0,0,-3,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
1488,62358870,0,-1,-4,0,0,0,0,-2,0,0,0,1,-2,-11,1000,0,0,-2,0,2489,0,231,0,0,1,0,1,1,66,47,2008,158,185,175,170,148,160,160,151,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.03393002753394569,-0.015348673408482892,6.282920149553034,0,-3,-4,0,0,-2,0,0,0,-3,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
1504,62360872,0,-1,-4,0,0,0,0,-2,0,0,0,1,-1,-11,1000,0,0,-2,0,2489,0,231,0,1,1,0,1,1,62,54,2011,158,183,173,170,148,161,160,151,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.03384911579696221,-0.015490774428717546,6.282884006081177,0,-3,-4,0,0,-2,0,0,-1,-3,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
1520,62362874,0,-1,-3,0,0,0,0,0,0,0,0,1,-1,-11,1000,0,0,-2,0,2489,0,231,0,0,0,0,0,0,50,68,2018,158,172,170,163,148,162,160,151,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.03384725367170434,-0.015595294000364829,6.282884004869001,0,-1,-3,0,0,-2,0,0,0,-2,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
1536,62364875,0,0,-2,0,0,0,0,2,0,0,0,1,-2,-10,1000,0,0,-2,0,2487,59,231,0,0,0,0,-1,-1,36,80,2024,164,165,172,158,148,162,160,152,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.03391064669825032,-0.015619673113143868,6.282884029782795,0,2,-2,0,0,-2,0,0,0,-2,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
1552,62366877,0,0,-2,0,0,0,1,3,0,0,0,1,-2,-10,1000,0,0,-2,0,2487,59,231,0,-1,-1,0,-1,-1,25,88,2030,165,159,176,158,148,162,160,152,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.03401598629404923,-0.015616120715245084,6.282920185321169,1,3,-2,0,0,-2,0,0,1,-1,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
1568,62368878,0,1,-1,0,0,0,0,3,0,0,0,1,-2,-10,1000,0,0,-2,0,2487,59,231,0,-1,-1,0,-1,-1,17,91,2033,171,160,177,158,148,162,161,152,1,7,0,1,1,8,480374398,116407538,5785,14,3193,0.034134898857277184,-0.015569264188871617,6.282956336312205,0,4,-1,0,0,-2,0,0,1,-1,0.02224023012922771,578.499999999466,-0.0671202843951022,0.07070898396583286,108.33255653827199
1584,62370880,0,1,-1,0,0,0,0,2,0,0,0,1,-2,-10,1000,0,0,-2,0,2487,59,231,0,-1,-1,0,-1,-1,13,90,2031,163,159,169,158,148,161,161,152,1,7,0,1,1,8,480374397,116407536,5785,3,3193,0.034246403416676806,-0.015502347443910101,6.282992509660989,0,3,-1,0,0,-2,0,0,1,-1,0.011120115066944436,578.4999999998522,-0.08203590340639266,0.08278614864097178,97.71949589870282
1600,62372882,0,1,-1,0,0,0,0,0,0,0,0,1,-2,-10,1000,0,0,-2,0,2487,59,231,0,-1,-1,0,0,0,14,86,2030,158,162,164,158,148,161,161,151,1,7,0,1,1,8,480374397,116407536,5785,3,3193,0.03433456363934752,-0.015442495210172479,6.283028678037955,0,1,-1,0,0,-2,0,0,1,-1,0.011120115066944436,578.4999999998522,-0.08203590340639266,0.08278614864097178,97.71949589870282
1616,62374883,0,0,-2,0,0,0,0,-2,0,0,0,1,-2,-10,1000,0,0,-2,0,2487,59,231,0,0,0,0,0,0,17,76,2026,158,174,167,169,149,161,161,152,1,7,0,1,1,8,480374397,116407536,5785,3,3193,0.0343683901312152,-0.015366958012839556,6.283028696134843,0,-2,-2,0,0,-2,0,0,0,-2,0.011120115066944436,578.4999999998522,-0.08203590340639266,0.08278614864097178,97.71949589870282
1632,62376885,0,-1,-3,0,0,0,0,-4,0,0,0,1,-2,-10,1000,0,0,-2,0,2487,59,258,0,1,0,0,1,0,20,65,2020,158,190,168,181,149,161,162,151,1,7,0,1,1,8,480374397,116407536,5785,3,3193,0.034345093436944626,-0.01527455074164226,6.2830274839620674,0,-5,-3,0,0,-2,0,0,-1,-2,0.011120115066944436,578.4999999998522,-0.08203590340639266,0.08278614864097178,97.71949589870282
1648,62378886,0,-2,-3,0,0,0,-1,-4,0,0,0,1,-2,-10,1000,0,0,-2,0,2487,59,258,0,1,1,1,1,1,23,55,2012,158,193,168,177,149,160,161,151,1,7,0,1,1,8,480374397,116407536,5785,3,3193,0.03427131006449938,-0.015201035885443425,6.282991343435392,-1,-6,-3,0,0,-2,0,0,-1,-3,0.011120115066944436,578.4999999998522,-0.08203590340639266,0.08278614864097178,97.71949589870282
1664,62380888,0,-2,-4,0,0,0,0,-3,0,0,0,1,-2,-10,1000,0,0,-2,0,2487,59,258,0,1,1,0,1,1,27,46,2004,158,191,171,175,149,161,160,151,1,7,0,1,1,8,480374397,116407536,5785,3,3193,0.0341540891222174,-0.015149815848173388,6.282955171243728,0,-5,-4,0,0,-2,0,0,-1,-3,0.011120115066944436,578.4999999998522,-0.08203590340639266,0.08278614864097178,97.71949589870282
1680,62382889,0,-2,-4,0,0,0,0,0,0,0,0,1,-2,-10,1000,0,0,-2,0,2487,59,258,0,1,1,0,0,1,30,41,2000,158,180,174,164,149,161,161,152,1,7,0,1,1,8,480374397,116407536,5785,3,3193,0.03401428838328596,-0.015114891405486991,6.282919016068375,0,-2,-4,0,0,-2,0,0,-1,-3,0.011120115066944436,578.4999999998522,-0.08203590340639266,0.08278614864097178,97.71949589870282
1696,62384891,0,-1,-4,0,0,0,0,2,0,0,0,1,-2,-11,1000,0,0,-2,0,2488,261,258,0,0,1,0,-1,1,29,40,1998,162,170,180,158,149,162,161,152,1,7,0,1,1,8,480374397,116407536,5785,3,3193,0.033872387565683816,-0.015109978474437055,6.282884035010739,0,1,-4,0,0,-2,0,0,0,-3,0.011120115066944436,578.4999999998522,-0.08203590340639266,0.08278614864097178,97.71949589870282
1712,62386893,1,0,-3,0,0,0,1,4,0,0,0,1,-2,-11,1000,0,0,-2,0,2488,261,258,0,0,1,0,-1,0,26,46,2002,167,166,185,158,149,162,161,152,1,7,0,1,1,8,480374397,116407536,5785,3,3193,0.033762470372472715,-0.015089809636991651,6.282849066367917,2,4,-3,0,0,-2,0,0,0,-3,0.011120115066944436,578.4999999998522,-0.08203590340639266,0.08278614864097178,97.71949589870282
1728,62388894,0,1,-3,0,0,0,0,3,0,0,0,1,-2,-11,1000,0,0,-2,0,2488,261,258,0,-1,0,0,-1,0,25,58,2010,169,165,182,158,149,162,160,152,1,7,0,1,1,8,480374397,116407536,5785,3,3193,0.033713367647999426,-0.015097804200390802,6.28285022437054,0,4,-3,0,0,-2,0,0,1,-2,0.011120115066944436,578.4999999998522,-0.08203590340639266,0.08278614864097178,97.71949589870282
1744,62390896,1,0,-2,0,0,0,0,1,0,0,0,1,-2,-11,1000,0,0,-2,0,2488,261,258,0,-1,0,-1,-1,-1,26,68,2019,160,163,172,158,149,162,161,152,1,7,0,1,1,8,480374397,116407536,5785,3,3193,0.03371292669488914,-0.015110192323854417,6.282851402174239,1,1,-2,0,0,-2,0,0,1,-2,0.011120115066944436,578.4999999998522,-0.08203590340639266,0.08278614864097178,97.71949589870282
1760,62392898,1,0,-2,0,0,0,0,0,0,0,0,1,-2,-11,1000,0,0,-2,0,2488,261,258,0,0,0,0,0,0,26,77,2028,158,165,168,160,149,162,162,152,1,7,0,1,1,8,480374397,116407536,5785,3,3193,0.03375496280977317,-0.015087380971559082,6.282851421864019,1,0,-2,0,0,-2,0,0,0,-2,0.011120115066944436,578.4999999998522,-0.08203590340639266,0.08278614864097178,97.71949589870282
1776,62394899,1,0,-2,0,0,0,0,-1,0,0,0,1,-2,-11,1000,0,0,-2,0,2488,261,258,0,0,-1,0,0,-1,27,87,2032,158,169,166,165,149,162,162,152,1,7,0,1,1,8,480374397,116407536,5785,3,3193,0.03384456097163532,-0.015068344210543415,6.282886371440284,1,-1,-2,0,0,-2,0,0,0,-1,0.011120115066944436,578.4999999998522,-0.08203590340639266,0.08278614864097178,97.71949589870282
1792,62396900,1,-1,-2,0,0,0,0,-2,0,0,0,1,0,-10,1000,0,0,-2,0,2488,261,258,0,0,-1,0,0,-1,26,91,2033,158,173,167,170,149,161,162,152,1,7,0,1,1,8,480374397,116407536,5785,3,3193,0.03395161869168874,-0.01504474583111325,6.282921328897961,1,-3,-2,0,0,-2,0,0,0,-1,0.011120115066944436,578.4999999998522,-0.08203590340639266,0.08278614864097178,97.71949589870282
1808,62398902,0,-1,-2,0,0,0,0,-2,0,0,0,1,0,-10,1000,0,0,-2,0,2488,261,258,0,0,0,0,0,-1,26,87,2030,158,173,164,165,149,161,162,152,1,7,0,1,1,8,480374397,116407536,5785,3,3193,0.03403767636577163,-0.015022951792807408,6.28292136886622,0,-3,-2,0,0,-2,0,0,0,-2,0.011120115066944436,578.4999999998522,-0.08203590340639266,0.08278614864097178,97.71949589870282
1824,62400904,0,0,-2,0,0,0,-1,0,0,0,0,1,-1,-11,1000,0,0,-2,0,2488,261,258,0,0,0,0,0,0,28,79,2022,158,170,164,159,149,161,161,152,1,7,0,1,1,8,480374397,116407536,5785,3,3193,0.034085677025771664,-0.015011589937257252,6.282921391157176,-1,0,-2,0,0,-2,0,0,0,-2,0.011120115066944436,578.4999999998522,-0.08203590340639266,0.08278614864097178,97.71949589870282
