speed,alpha_deg,motor_rpm,alpha_rad,thrust_per_motor,total_thrust,lift,drag,q,CL_0.3,CL_0.5,CL_1.0,CD,CL,L_D_ratio
9.14,37.2,1130.0,0.6492624817418906,5.559035,22.23614,6.813249228625452,13.443950561955846,51.16800500000001,1.3948805563381286,0.8369283338028771,0.41846416690143856,0.8257163921343835,0.41846416690143856,0.5067892207150642
10.67,28.5,1110.0,0.49741883681838395,5.346315,21.38526,5.731267553274581,10.204164149429392,69.73245125000001,0.8609877661917578,0.5165926597150546,0.2582963298575273,0.4598804932000519,0.2582963298575273,0.5616596782789963
11.4,22.3,1050.0,0.3892084231947355,4.732875,18.9315,7.009392216379567,7.183674284123359,79.60050000000001,0.9224562879766379,0.5534737727859828,0.2767368863929914,0.28361769364313283,0.2767368863929914,0.9757391467303893
13.6,16.3,997.0,0.2844886680750757,4.22184635,16.8873854,8.316398125455493,4.739726882494962,113.288,0.7690110697294174,0.4614066418376504,0.2307033209188252,0.13148369228414353,0.2307033209188252,1.754615472923156
