speed,alpha_deg,motor_rpm,alpha_rad,thrust_per_motor,total_thrust,lift,drag,q,CL_0.3,CL_0.5,CL_1.0,CD,CL,L_D_ratio
9.14,37.2,11300.0,0.6492624817418906,5.559035,22.23614,11.081049438044156,17.71175077137455,51.16800500000001,2.268629824960576,1.3611778949763456,0.6805889474881728,1.0878411727211177,0.6805889474881728,0.6256326424801083
10.67,28.5,11100.0,0.49741883681838395,5.346314999999999,21.385259999999995,14.320835850570612,18.793732446725418,69.73245125000001,2.151367800293463,1.2908206801760778,0.6454103400880389,0.8469945034305633,0.6454103400880389,0.7620006239402353
11.4,22.3,10500.0,0.3892084231947355,4.732874999999999,18.931499999999996,17.341325715876643,17.515607783620432,79.60050000000001,2.282168618140735,1.369301170884441,0.6846505854422205,0.6915313926923619,0.6846505854422205,0.9900498989303261
13.6,16.3,9970.0,0.2844886680750757,4.221846349999999,16.887385399999996,19.785273117505042,16.208601874544506,113.288,1.8295293004804167,1.09771758028825,0.548858790144125,0.44963916150944316,0.548858790144125,1.220665006805903
