t,ax_b,ay_b,az_b,qx_w,qy_w,qz_w,qw_w,rpm_avg,T_total,a_meas_x_W,a_meas_y_W,a_meas_z_W,a_thrust_x_W,a_thrust_y_W,a_thrust_z_W,a_aero_x_W,a_aero_y_W,a_aero_z_W
0.005243991,0.14715,-0.16677,9.1233,0.0087406296476896,0.0103819476781225,0.021066564418063,0.9996859588987884,12365.149631723514,27.04531276805144,0.3467173312340225,-0.3158177815447124,-0.6960483616335704,0.22853986749471641,-0.1843229534810205,1.0041400681358716,0.11817746373930607,-0.1314948280636919,-1.700188429769442
0.006301796,0.10165314373631257,0.401940703296093,9.350784281318438,0.0083976050251744,0.0111103064978619,0.0212528323945579,0.99967712709383,12371.62078857422,27.075958708987336,0.2955827745390477,0.2532775595498134,-0.4581265156347474,0.24444591783996278,-0.17672517637692872,1.0161821898124312,0.05113685669908491,0.4300027359267421,-1.4743087054471786
0.00630333,0.10158716543453813,0.4027654320682733,9.351114172827309,0.0083976050251744,0.0111103064978619,0.0212528323945579,0.99967712709383,12330.518493652344,26.88160072467946,0.2954894274746577,0.2540932280965475,-0.4577810735425949,0.24269122407734098,-0.17545659898595817,0.9384691540238457,0.052798203397316695,0.42954982708250566,-1.3962502275664406
0.00661249,0.08829,0.56898,9.4176,0.0083976050251744,0.0111103064978619,0.0212528323945579,0.99967712709383,12329.36726172336,26.876166983117482,0.27667640372836183,0.4184818121306436,-0.38816120573930846,0.24264216742314462,-0.17542113287573663,0.9362965005361286,0.03403423630521721,0.5939029450063802,-1.324457706275437
0.00661461,-0.10791,0.56898,9.47646,0.0083976050251744,0.0111103064978619,0.0212528323945579,0.99967712709383,12329.359367391333,26.876129724256884,0.08203057434343394,0.40914783223642437,-0.32503579467222643,0.24264183104442302,-0.1754208896866115,0.9362816027732332,-0.16061125670098908,0.5845687219230359,-1.2613173974454597
0.007357915,-0.15378105930007924,0.2729031626994886,9.351357110999784,0.0083976050251744,0.0111103064978619,0.0212528323945579,0.99967712709383,12326.59149169922,26.863067770453995,0.04591428919131399,0.11346388022242243,-0.45419846331753533,0.24252390571736634,-0.17533563412412326,0.9310588480355388,-0.19660961652605236,0.2887995143465457,-1.3852573113530742
0.007360867,-0.15396323400232645,0.2717273078031658,9.350860270902746,0.0083976050251744,0.0111103064978619,0.0212528323945579,0.99967712709383,12274.493408203125,26.6177991892194,0.04577085510467516,0.1122895856510884,-0.4547114266338603,0.24030958325877524,-0.17373476252639788,0.832989473118035,-0.1945387281541001,0.2860243481774863,-1.2877008997518953
0.008363208,-0.21582,-0.12753,9.18216,0.0083976050251744,0.0111103064978619,0.0212528323945579,0.99967712709383,12335.239801369982,26.90389070871105,-0.0029316739724346286,-0.2864379194049341,-0.6288862787505636,0.2428924614800052,-0.1756020860359925,0.9473816889677646,-0.24582413545243983,-0.11083583336894162,-1.5762679677183282
0.008365692,-0.02943,-0.5984100000000001,8.946720000000001,0.0083976050251744,0.0111103064978619,0.0212528323945579,0.99967712709383,12335.39034299267,26.904601588805985,0.19785069977152114,-0.7450294758516418,-0.8764371277685541,0.24289887941479188,-0.17560672596071356,0.9476659307006479,-0.045048179643270736,-0.5694227498909282,-1.824103058469202
0.009084468,-0.01882628195765966,-0.565185016800667,8.95732371804234,0.0083976050251744,0.0111103064978619,0.0212528323945579,0.99967712709383,12378.951416015625,27.110695751209875,0.20727595670521096,-0.7115596683429521,-0.8654957522469822,0.244759529197566,-0.17695190555684706,1.0300716166607415,-0.03748357249235504,-0.5346077627861051,-1.8955673689077237
0.010118226,-0.0035758028709711176,-0.517400182329043,8.97257419712903,0.0083976050251744,0.0111103064978619,0.0212528323945579,0.99967712709383,12337.848815917969,26.916212187585902,0.22083154948690836,-0.6634227226595018,-0.8497596474293072,0.24300370168557212,-0.1756825085078535,0.9523083686314777,-0.022172152198663753,-0.48774021415164825,-1.802068016060785
0.010742971,0.005640726101006136,-0.4885217248835142,8.981790726101007,0.0083976050251744,0.0111103064978619,0.0212528323945579,0.99967712709383,12346.35110026657,26.95638501506106,0.2290237848189702,-0.6343314690672612,-0.8402496336694902,0.24336638814812503,-0.1759447171371919,0.968371266126649,-0.014342603329154824,-0.45838675193006934,-1.8086208997961393
0.01150328,0.016857158287186143,-0.4533769040334835,8.993007158287186,0.0083976050251744,0.0111103064978619,0.0212528323945579,0.99967712709383,12356.698303222656,27.00531515995417,0.23899366093336016,-0.5989276772362537,-0.828676033157743,0.2438081370186634,-0.17626408490471301,0.9879357317428141,-0.004814476085303249,-0.4226635923315407,-1.816611764900557
0.011508117,0.01692851596213746,-0.45315331665196934,8.993078515962138,0.0083976050251744,0.0111103064978619,0.0212528323945579,0.99967712709383,12356.698303222656,27.00531515995417,0.23905708815935028,-0.598702442310603,-0.8286024032182375,0.2438081370186634,-0.17626408490471301,0.9879357317428141,-0.004751048859313128,-0.42243835740589,-1.8165381349610517
0.012572694,0.03263365127878763,-0.4039438926597988,9.008783651278788,0.0083976050251744,0.0111103064978619,0.0212528323945579,0.99967712709383,12248.051147460938,26.49374151054281,0.25301680822609807,-0.5491304097605761,-0.8123971644113919,0.23918957146325096,-0.17292503625296568,0.7833856512983441,0.013827236762847112,-0.37620537350761046,-1.595782815709736
0.014227079,0.05703990868509669,-0.3274709527866971,9.033189908685097,0.0083976050251744,0.0111103064978619,0.0212528323945579,0.99967712709383,12285.488891601562,26.669470883990503,0.2747106373080965,-0.47209396517246627,-0.7872137309881051,0.2407760832630937,-0.17407202442985495,0.8536501332874806,0.033934554045002785,-0.29802194074261135,-1.6408638642755857
0.015740049,0.07935994620237556,-0.2575348352325566,9.055509946202376,0.0083976050251744,0.0111103064978619,0.0212528323945579,0.99967712709383,12364.290771484375,27.04124669631924,0.2945501018741987,-0.4016425106631032,-0.7641829496001975,0.24413253245302508,-0.17649861056527638,1.0023027709021353,0.05041756942117365,-0.2251439000978268,-1.7664857205023328
0.015751976,0.0795358988567366,-0.2569835169155587,9.055685898856737,0.0083976050251744,0.0111103064978619,0.0212528323945579,0.99967712709383,12468.749084472656,27.53800929828661,0.29470649974982077,-0.4010871298571829,-0.7640013940309434,0.24861738159508612,-0.17974098729489538,1.2009307305539902,0.046089118154734654,-0.22134614256228755,-1.9649321245849336
0.016715588,0.09375155150821028,-0.21244113860760783,9.069901551508211,0.0083273096916579,0.0116302777228173,0.0217622853447512,0.9996608402303068,12266.638793945312,26.58091805821125,0.3170262258223777,-0.3545264971508789,-0.749600445907868,0.25108451069680177,-0.17163583696753645,0.8180163002665335,0.06594171512557595,-0.18289066018334246,-1.5676167461744015
0.018102642,0.11421401759708959,-0.14832541152911938,9.090364017597091,0.0083273096916579,0.0116302777228173,0.0217622853447512,0.9996608402303068,12277.896118164062,26.633784413677134,0.33516975375176794,-0.2899164315226491,-0.7285148273617708,0.25158388859508973,-0.17197720069124,0.8391541889728842,0.08358586515667821,-0.11793923083140911,-1.567669016334655
0.018340296,0.11772,-0.13734,9.09387,0.0083273096916579,0.0116302777228173,0.0217622853447512,0.9996608402303068,12287.195946367481,26.677497409540177,0.33827841569754025,-0.2788463213922494,-0.72490207573858,0.25199680345955483,-0.17225946019088864,0.8566322321145261,0.08628161223798542,-0.10658686120136077,-1.5815343078531061
0.018343596,0.07848,0.4905,9.40779,0.0083273096916579,0.0116302777228173,0.0217622853447512,0.9996608402303068,12287.325081299237,26.678104647358488,0.27930386690843273,0.3415294549408039,-0.3994416198698474,0.2520025394544574,-0.17226338119056803,0.8568750278455486,0.027301327453975344,0.5137928361313719,-1.256316647715396
0.018345602,-0.06867,0.42183,9.45684,0.0083273096916579,0.0116302777228173,0.0217622853447512,0.9996608402303068,12287.403579685024,26.678473777704994,0.13646589297281325,0.2657112486908605,-0.3482214411996374,0.25200602627580165,-0.17226576470478053,0.8570226195626969,-0.1155401333029884,0.437977013395641,-1.2052440607623343
0.018347952,-0.13734,-0.20601,9.162540000000002,0.0083273096916579,0.0116302777228173,0.0217622853447512,0.9996608402303068,12287.495539409154,26.678906211798676,0.08812517445667933,-0.35969729416352275,-0.6515998418119757,0.2520101110671013,-0.1722685569780737,0.8571955224167809,-0.16388493661042197,-0.18742873718544906,-1.5087953642287566
0.0184535,-0.01962,-0.5886,8.95653,0.0083273096916579,0.0116302777228173,0.0217622853447512,0.9996608402303068,12291.62582237184,26.698332167528967,0.21740918668699633,-0.7334014980113182,-0.8667835744873713,0.25219360949174846,-0.17239399245638792,0.8649627249527381,-0.034784422804752135,-0.5610075055549302,-1.7317462994401094
0.018456313,0.05886,-0.10791,9.1233,0.0083273096916579,0.0116302777228173,0.0217622853447512,0.9996608402303068,12291.735900118212,26.698849992237943,0.2789102902554492,-0.2524957489770495,-0.6936319235981845,0.2521985008865225,-0.17239733610603664,0.8651697700756937,0.02671178936892671,-0.08009841287101288,-1.5588016936738782
0.018457667,0.03924,0.46107,9.447030000000002,0.0083273096916579,0.0116302777228173,0.0217622853447512,0.9996608402303068,12291.78888457203,26.699099242029106,0.24231310029926192,0.30978304463702555,-0.35982434184005285,0.25220085531091524,-0.17239894553865392,0.8652694291934697,-0.009887755011653315,0.4821819901756795,-1.2250937710335226
0.018477259,-0.08829,0.32373,9.47646,0.0083273096916579,0.0116302777228173,0.0217622853447512,0.9996608402303068,12292.555554748678,26.70270594600649,0.12158242358874373,0.16654358983457807,-0.3298432863396581,0.2522349243939095,-0.17242223441281906,0.8667115204176294,-0.13065250080516577,0.33896582424739713,-1.1965548067572875
0.018480156,-0.12753,-0.25506,9.18216,0.0083273096916579,0.0116302777228173,0.0217622853447512,0.9996608402303068,12292.66891956604,26.703239277165597,0.10051121230072992,-0.40858202134283517,-0.6330538849714706,0.2522399622632875,-0.17242567818927834,0.8669247655824517,-0.15172874996255759,-0.23615634315355682,-1.4999786505539223
0.019153013,-0.11898615646196134,-0.293507295921174,9.160800391154904,0.0083273096916579,0.0116302777228173,0.0217622853447512,0.9996608402303068,12318.9990234375,26.82725416109004,0.11020562967170316,-0.44626936889276203,-0.655259893675348,0.2534114122629112,-0.17322645558726696,0.916510419657234,-0.14320578259120803,-0.27304291330549507,-1.571770313332582
0.020127061,-0.10661783197319252,-0.34916475612063363,9.129879579932982,0.0083273096916579,0.0116302777228173,0.0217622853447512,0.9996608402303068,12333.921813964844,26.897667373450204,0.12423955939430659,-0.5008267050077333,-0.687405978751368,0.25407653853632745,-0.17368112124669016,0.9446641789472299,-0.12983697914202086,-0.32714558376104313,-1.6320701576985979
0.020779968,-0.09832731072887137,-0.38647210172007884,9.109153276822179,0.0083273096916579,0.0116302777228173,0.0217622853447512,0.9996608402303068,12322.04188484609,26.841604461107096,0.13364654031659762,-0.537396634467901,-0.7089535862293666,0.25354696582243247,-0.1733191170126086,0.9222481907214615,-0.11990042550583485,-0.3640775174552924,-1.631201776950828
0.021551499,-0.08853051861888885,-0.43055766621500025,9.084661296547223,0.0083273096916579,0.0116302777228173,0.0217622853447512,0.9996608402303068,12308.003540039062,26.77543066075844,0.14476263709294737,-0.5806108047039877,-0.7344160902997903,0.2529218852196819,-0.1728918256909435,0.895789502303856,-0.10815924812673453,-0.4077189790130442,-1.6302055926036463
0.021554641,-0.08849062194486074,-0.43073720124812664,9.084561554862153,0.0083273096916579,0.0116302777228173,0.0217622853447512,0.9996608402303068,12401.466369628906,27.217523939043165,0.1448079065326346,-0.5807867910517583,-0.7345197843675422,0.2570979175981488,-0.17574646937442912,1.0725544491562804,-0.11229001106551423,-0.40504032167732923,-1.8070742335238226
0.022954583,-0.07071435535280782,-0.5107304009123648,9.04012088838202,0.0083273096916579,0.0116302777228173,0.0217622853447512,0.9996608402303068,12319.261169433594,26.828490305711064,0.16497804973268307,-0.6591988469622115,-0.7807214650172583,0.25342308893888754,-0.17323443750558062,0.9170046751661296,-0.08844503920620447,-0.4859644094566309,-1.6977261401833879
0.023115583,-0.06867,-0.51993,9.035010000000002,0.0083273096916579,0.0116302777228173,0.0217622853447512,0.9996608402303068,12312.596106597168,26.797070115768513,0.16729771230099505,-0.6682166069848289,-0.7860348784191018,0.2531262924550171,-0.17303155397136039,0.9044417422329776,-0.08582858015402206,-0.4951850530134685,-1.6904766206520794
0.02312326,-0.00981,-0.00981,9.162540000000002,0.0083273096916579,0.0116302777228173,0.0217622853447512,0.9996608402303068,12312.278294874217,26.79557235679402,0.20700125752765394,-0.15813683605437678,-0.6511531869855638,0.25311214455845354,-0.17302188278112535,0.9038428838052912,-0.0461108870307996,0.014885046726748563,-1.554996070790855
0.023127106,0.0,0.45126,9.447030000000002,0.0083273096916579,0.0116302777228173,0.0217622853447512,0.9996608402303068,12312.119078528447,26.79482202972578,0.2035458147147578,0.29826877153732767,-0.3590944217108092,0.25310505693625857,-0.1730170378388222,0.9035428757959991,-0.049559242221500766,0.47128580937614983,-1.2626372975068083
0.023130035,-0.05886,0.22563,9.437220000000002,0.0083273096916579,0.0116302777228173,0.0217622853447512,0.9996608402303068,12311.997824062311,26.794250609798873,0.15429923968256248,0.07046975130684191,-0.371423810569512,0.2530996592787196,-0.17301334811910674,0.9033144013586547,-0.0988004195961571,0.24348309942594865,-1.2747382119281667
0.023953782,-0.06321511582983144,0.15014132561625493,9.392217136425076,0.0083273096916579,0.0116302777228173,0.0217622853447512,0.9996608402303068,12277.896423339844,26.633785847543486,0.15215655544349505,-0.004400814311312118,-0.417603590044072,0.2515839021394538,-0.17197720994986873,0.8391547622847213,-0.09942734669595876,0.1675763956385566,-1.2567583523287933
0.025010953,-0.06880433455468112,0.05326153438552733,9.334461876268296,0.0083273096916579,0.0116302777228173,0.0217622853447512,0.9996608402303068,12382.616577148438,27.128071851340845,0.14940670186017496,-0.10048734418651598,-0.47686926706250254,0.25625294927830533,-0.17516886765624698,1.0367882561259592,-0.10684624741813037,0.074681523469731,-1.5136575231884617
0.027153789,-0.08013341858695402,-0.1431092555072031,9.217394674601476,0.008122382054152,0.0124871180535779,0.0218591053494874,0.9996500779301736,12386.805419921875,27.147937442095348,0.15958331166897743,-0.29112202839705315,-0.5971259998642857,0.27496075078157056,-0.17041482737643915,1.0443556487581276,-0.11537743911259313,-0.120707201020614,-1.6414816486224133
0.027155767,-0.08014387618996976,-0.14329052062614256,9.217286612703646,0.008122382054152,0.0124871180535779,0.0218591053494874,0.9996500779301736,12319.261169433594,26.828490305711064,0.15957801617359485,-0.29130185969019784,-0.5972367989721423,0.27172531440108705,-0.16840957269663376,0.9166335027686561,-0.1121472982274922,-0.12289228699356408,-1.5138703017407984
0.028150618,-0.08540361168936901,-0.2344592692823963,9.162936012543188,0.008122382054152,0.0124871180535779,0.0218591053494874,0.9996500779301736,12375.285949707031,27.093323739530817,0.15691460420347791,-0.3817494541372778,-0.6529641009190961,0.27440761024586197,-0.17007200263276298,1.0225198628095526,-0.11749300604238405,-0.2116774515045148,-1.6754839637286487
0.028696563,-0.08829,-0.28449,9.13311,0.008122382054152,0.0124871180535779,0.0218591053494874,0.9996500779301736,12357.383728880943,27.008557977902022,0.15545300196552914,-0.43138443661245385,-0.6835456069551054,0.2735490825029077,-0.1695399053908928,0.9886286058579241,-0.11809608053737858,-0.26184453122156104,-1.6721742128130295
0.028714235,-0.06867,-0.42183,9.025200000000002,0.008122382054152,0.0124871180535779,0.0218591053494874,0.9996500779301736,12356.804241851227,27.005816353648648,0.17829008704716176,-0.5660201868603163,-0.7941958234039177,0.2735213146820677,-0.16952269548590954,0.9875324428523609,-0.09523122763490594,-0.39649749137440676,-1.7817282662562786
0.028715338,-0.03924,0.11772,9.14292,0.008122382054152,0.0124871180535779,0.0218591053494874,0.9996500779301736,12356.768073098749,27.00564523942908,0.1871930661295893,-0.02761224731658457,-0.6681960083257579,0.27351958159665807,-0.1695216213564199,0.9874640275408932,-0.08632651546706877,0.14190937403983533,-1.6556600358666511
0.028716565,-0.01962,0.43164,9.437220000000002,0.008122382054152,0.0124871180535779,0.0218591053494874,0.9996500779301736,12356.727838230852,27.00545488906741,0.2005845087753028,0.2822092698618236,-0.36924033007706214,0.2735176536830378,-0.16952042647654758,0.9873879211874055,-0.07293314490773503,0.4517296963383712,-1.3566282512644676
0.028718295,-0.05886,0.13734,9.38817,0.008122382054152,0.0124871180535779,0.0218591053494874,0.9996500779301736,12356.671109362507,27.00518650705003,0.17295433865270016,-0.012723765624234773,-0.42224267321371656,0.2735149354462969,-0.16951874177120815,0.9872806160238898,-0.10056059679359675,0.15679497614697338,-1.4095232892376064
0.029404071,-0.05471606909238631,0.046173520032498847,9.330154967293408,0.008122382054152,0.0124871180535779,0.0218591053494874,0.9996500779301736,12334.183654785156,26.89890368885102,0.17958978967520595,-0.10269871215569001,-0.48186417134457926,0.2724384778498584,-0.16885157623956887,0.9447863561728447,-0.09284868817465247,0.06615286408387885,-1.426650527517424
0.030407161,-0.048654708452588166,-0.08717641404306037,9.245295918336234,0.008122382054152,0.0124871180535779,0.0218591053494874,0.9996500779301736,12277.896728515625,26.63378728140988,0.18929551656877658,-0.2343057808140237,-0.5690730100325574,0.2697533159811156,-0.16718737000271905,0.8387868569171424,-0.08045779941233905,-0.06711841081130465,-1.4078598669496998
0.030736713,-0.046663328295706165,-0.13098677749446433,9.217416596139888,0.008122382054152,0.0124871180535779,0.0218591053494874,0.9996500779301736,12301.195733468689,26.743369329411575,0.19248420523004334,-0.2775435488014339,-0.5977243246776034,0.27086318895967965,-0.1678752456777532,0.8826002230068024,-0.07837898372963631,-0.1096683031236807,-1.4803245476844058
0.031573609,-0.04160622626697042,-0.24224302212665075,9.146617167737586,0.008122382054152,0.0124871180535779,0.0218591053494874,0.9996500779301736,12360.363464355469,27.022657656852573,0.20058186746804962,-0.3873456895185036,-0.6704842248486909,0.27369188739621836,-0.16962841282758284,0.994265974449517,-0.07311001992816873,-0.21771727669092078,-1.6647501992982079
0.031576238,-0.041590340038295016,-0.24259251915750965,9.14639476053613,0.008122382054152,0.0124871180535779,0.0218591053494874,0.9996500779301736,12457.491455078125,27.48425630696084,0.20060730522139494,-0.387690618670925,-0.670712790617376,0.278367068030631,-0.1725259903854795,1.1788234910545459,-0.07775976280923605,-0.21516462828544552,-1.8495362816719219
0.031965194,-0.03924,-0.2943,9.11349,0.008122382054152,0.0124871180535779,0.0218591053494874,0.9996500779301736,12431.551647689324,27.360597538880274,0.20437077680382096,-0.4387222898041945,-0.7045287005165086,0.27711462269165527,-0.1717497513927022,1.1293819358462844,-0.07274384588783431,-0.26697253841149227,-1.833910636362793
0.03197488,-0.03924,-0.32373,9.07425,0.008122382054152,0.0124871180535779,0.0218591053494874,0.9996500779301736,12430.90568008793,27.35752165678027,0.204657403569088,-0.46750448230989705,-0.7442452680880187,0.2770834694280478,-0.1717304432622698,1.1281521290398455,-0.0724260658589598,-0.2957740390476272,-1.8723973971278642
0.031983591,-0.06867,0.15696,9.18216,0.008122382054152,0.0124871180535779,0.0218591053494874,0.9996500779301736,12430.324736068134,27.354755542101582,0.15708700619456584,0.009677129353478836,-0.6275904958582732,0.27705545356237027,-0.17171307962436996,1.1270461742117188,-0.11996844736780443,0.1813902089778488,-1.754636670069992
0.031987871,-0.03924,0.34335,9.40779,0.008122382054152,0.0124871180535779,0.0218591053494874,0.9996500779301736,12430.039299217631,27.353396510181167,0.18408481252942605,0.19361571171446515,-0.3996563600379961,0.27704168896467396,-0.17170454861936782,1.1265028027002142,-0.09295687643524791,0.36532026033383297,-1.5261591627382103
0.032812795,-0.022325308231812124,0.0388855481726183,9.340131232927249,0.008122382054152,0.0124871180535779,0.0218591053494874,0.9996500779301736,12375.0244140625,27.09208443615794,0.21250912753040935,-0.10871317582579396,-0.4728118113821047,0.27439505828729865,-0.17006422319571343,1.0220243614627336,-0.06188593075688931,0.061351047369919476,-1.4948361728448383
0.032944732,-0.01962,-0.00981,9.32931,0.008122382054152,0.0124871180535779,0.0218591053494874,0.9996500779301736,12361.384804294908,27.027491332103565,0.21705526614231144,-0.1570671653271285,-0.4845121750325596,0.2737408440058644,-0.16965875509337186,0.9961985864712144,-0.056685577863552966,0.01259158976624336,-1.480710761503774
0.032949545,0.01962,-0.35316,9.172350000000002,0.008122382054152,0.0124871180535779,0.0218591053494874,0.9996500779301736,12360.887237715317,27.02513645494624,0.26720695570241154,-0.49585768091954047,-0.6481313556896389,0.273716993251362,-0.16964397290282368,0.9952570536483503,-0.006510037548950465,-0.3262137080167168,-1.6433884093379891
0.033787772,0.01007657429254178,-0.17183491155829386,9.143719722877625,0.008122382054152,0.0124871180535779,0.0218591053494874,0.9996500779301736,12274.231567382812,26.616569313107952,0.24906303799352192,-0.3146995110321963,-0.6734705185402845,0.2695789283134952,-0.1670792882339952,0.8319027261467369,-0.020515890319973307,-0.14762022279820108,-1.5053732446870214
0.033811186,0.00981,-0.16677,9.14292,0.008122382054152,0.0124871180535779,0.0218591053494874,0.9996500779301736,12276.349332856345,26.626517346290136,0.24855622815652556,-0.30963926197109215,-0.6741783114877631,0.2696796843535593,-0.16714173468544638,0.8358801734351502,-0.021123456197033763,-0.14249752728564577,-1.5100584849229133
0.034861615,-0.015035110859826725,0.2224700701372854,9.225737036199423,0.008122382054152,0.0124871180535779,0.0218591053494874,0.9996500779301736,12371.359252929688,27.074719800545402,0.2089076175220288,0.07678697068206766,-0.5842531892403482,0.2742191851383622,-0.1699552207572528,1.0150815898046073,-0.06531156761633339,0.24674219143932047,-1.5993347790449555
0.03505546,-0.01962,0.2943,9.24102,0.008122382054152,0.0124871180535779,0.0218591053494874,0.9996500779301736,12370.037938159494,27.068461092112646,0.20159090698905233,0.14809763810333182,-0.567658507141843,0.27415579545458735,-0.16991593317898124,1.0125792174834718,-0.07256488846553502,0.31801357128231306,-1.5802377246253148
0.035975432,-0.03025632919269302,0.2783455062109605,9.304837975156158,0.0078001725268759,0.0139006466482054,0.0218431877096513,0.999634335385692,12363.76708984375,27.038767597948347,0.21945180186329766,0.13726309199563488,-0.504549921662738,0.30426063931460273,-0.1620960240287569,1.0000112329680668,-0.08480883745130507,0.2993591160243918,-1.5045611546308049
0.036734207,-0.03902896649381257,0.2651865502592811,9.357473798962875,0.0078001725268759,0.0139006466482054,0.0218431877096513,0.999634335385692,12281.82373046875,26.65224145117015,0.2127434745163712,0.1229444145938533,-0.45191323240099734,0.2999111551117995,-0.15977881961664991,0.8454793382220469,-0.08716768059542829,0.2827232342105032,-1.2973925706230443
0.03675246,-0.03924,0.26487,9.35874,0.0078001725268759,0.0139006466482054,0.0218431877096513,0.999634335385692,12283.020920772995,26.657868674192017,0.21258209980178058,0.12259996621506541,-0.450647010544591,0.2999744768762992,-0.1598125545298579,0.8477290836609424,-0.0873923770745186,0.2824125207449233,-1.2983760942055333
0.036754945,-0.01962,-0.1962,9.26064,0.0078001725268759,0.0139006466482054,0.0218431877096513,0.999634335385692,12283.183908660249,26.658634821280142,0.24945118332597652,-0.33564262327629424,-0.556705952441721,0.2999830981421168,-0.15981714754232995,0.8480353867717891,-0.050531914816140305,-0.1758254757339643,-1.4047413392135102
0.037750698,0.06867,-0.3924,9.18216,0.0078001725268759,0.0139006466482054,0.0218431877096513,0.999634335385692,12348.494040530202,26.96651498962517,0.34394060752555,-0.5265805100734946,-0.6407484809606352,0.3034475983828768,-0.16166287335010754,0.9711248754536044,0.040493009142673175,-0.36491763672338706,-1.6118733564142396
0.038159191,0.07251581885866798,-0.23856724565328039,9.20138909429334,0.0078001725268759,0.0139006466482054,0.0218431877096513,0.999634335385692,12375.286560058594,27.09332663175368,0.3416376423486785,-0.37303268093154485,-0.6191423425476117,0.3048745787793311,-0.16242310263626586,1.0218237570100381,0.03676306356934739,-0.210609578295279,-1.6409660995576498
0.038792691,0.07848,0.0,9.23121,0.0078001725268759,0.0139006466482054,0.0218431877096513,0.999634335385692,12397.585031850129,27.19909300065655,0.33806615289953706,-0.1349073036021322,-0.5856350641250891,0.30606474186290344,-0.163057166589551,1.0641088068655282,0.03200141103663362,0.028149862987418783,-1.6497438709906174
0.039222772,0.071707005629855,0.15239237332826228,9.265074971850725,0.0078001725268759,0.0139006466482054,0.0218431877096513,0.999634335385692,12412.723388671875,27.271014176356573,0.32563293573677415,0.016516310368996173,-0.5491323318613954,0.30687405326437456,-0.16348833034663482,1.0928626586965748,0.018758882472399596,0.180004640715631,-1.6419949905579703
0.040038549,0.05886,0.44145,9.32931,0.0078001725268759,0.0139006466482054,0.0218431877096513,0.999634335385692,12384.796366310715,27.13840860133466,0.3020496279473413,0.30373639573552724,-0.47989400369093005,0.3053818751580059,-0.16269336673014476,1.0398473816375056,-0.0033322472106646073,0.466429762465672,-1.5197413853284356
